lon,lat,alt_m,outbound_s,return_s,fixed_energy_kWh,max_service_s
109.2227,23.0645,352.624938964844,473.343118181336,492.086863095073,0.295651700168536,7410.59443581207
109.20375,23.025,439.216705322266,314.107460490929,340.067185934451,0.182913699714787,7779.55516456979
109.2375,23.0625,406.797645019531,470.965365409513,494.223502494474,0.290296009019295,7428.12215230049
109.2825,23.01,602.886512207031,471.952272425008,511.55114844226,0.277040006567748,7471.50543305101
