groups,transport,battery,relay,component,gap,units,cv,A_uav,B_uav,C_uav,A_battery,B_battery,C_battery,R_uav,R_component
S001;S002;S003;S006;S007;S008;S011 | S004;S005;S012;S015 | S009;S010;S013;S014,13,17,6,9,15,45,0.2828288468136096,7,3,3,7,5,5,6,9
S001;S002;S003;S006;S007;S008;S011 | S004;S005;S015 | S009;S010;S012;S013;S014,14,17,6,9,16,46,0.33905767143028953,7,4,3,7,5,5,6,9
S001;S002;S003;S006;S007;S008;S011;S012 | S004;S005 | S009;S010;S013;S014;S015,13,16,6,9,14,44,0.3997764669362009,7,3,3,7,4,5,6,9
S001;S002;S003;S006;S007;S008;S011;S012 | S004;S005;S009;S010;S013;S014 | S015,13,16,6,8,13,43,0.4774682219753903,7,3,3,7,4,5,6,8
S001;S002;S003;S006;S007;S008;S011;S012 | S004;S005;S015 | S009;S010;S013;S014,13,16,6,9,14,44,0.38321544822963566,7,3,3,7,4,5,6,9
S001;S002;S003;S006;S007;S008;S011;S012;S015 | S004;S005 | S009;S010;S013;S014,12,16,6,9,13,43,0.4398605525996264,7,2,3,7,4,5,6,9
S001;S002;S003;S006;S007;S008;S011;S015 | S004;S005 | S009;S010;S012;S013;S014,13,17,6,9,15,45,0.39731043098034685,7,3,3,7,5,5,6,9
S001;S002;S003;S006;S007;S008;S011;S015 | S004;S005;S009;S010;S013;S014 | S012,13,17,6,8,14,44,0.5058617573307888,7,3,3,7,5,5,6,8
S001;S002;S003;S006;S007;S008;S011;S015 | S004;S005;S012 | S009;S010;S013;S014,13,17,6,9,15,45,0.3335961306982605,7,3,3,7,5,5,6,9
S001;S002;S003;S006;S007;S009;S010;S011;S012;S013;S014 | S004;S005 | S008;S015,11,17,6,9,13,43,0.5460388703633884,4,4,3,6,6,5,6,9
S001;S002;S003;S006;S007;S009;S010;S011;S012;S013;S014 | S004;S005;S008 | S015,12,17,6,8,13,43,0.6045744435733417,4,5,3,6,6,5,6,8
S001;S002;S003;S006;S007;S009;S010;S011;S012;S013;S014 | S004;S005;S015 | S008,12,17,6,8,13,43,0.6148321900101702,4,5,3,6,6,5,6,8
S001;S002;S003;S006;S007;S009;S010;S011;S012;S013;S014;S015 | S004;S005 | S008,11,17,6,8,12,42,0.6658929186198618,4,4,3,6,6,5,6,8
S001;S002;S003;S006;S007;S009;S010;S011;S013;S014 | S004;S005 | S008;S012;S015,11,16,6,9,12,42,0.45471212017799145,4,4,3,6,5,5,6,9
S001;S002;S003;S006;S007;S009;S010;S011;S013;S014 | S004;S005;S008 | S012;S015,12,17,6,9,14,44,0.48313977333832914,4,5,3,6,6,5,6,9
S001;S002;S003;S006;S007;S009;S010;S011;S013;S014 | S004;S005;S008;S012 | S015,12,16,6,8,12,42,0.5295306506563306,4,5,3,6,5,5,6,8
S001;S002;S003;S006;S007;S009;S010;S011;S013;S014 | S004;S005;S008;S015 | S012,12,17,6,8,13,43,0.588775973073754,4,5,3,6,6,5,6,8
S001;S002;S003;S006;S007;S009;S010;S011;S013;S014 | S004;S005;S012 | S008;S015,12,17,6,9,14,44,0.4472486000055974,4,5,3,6,6,5,6,9
S001;S002;S003;S006;S007;S009;S010;S011;S013;S014 | S004;S005;S012;S015 | S008,12,17,6,8,13,43,0.5283801697985544,4,5,3,6,6,5,6,8
S001;S002;S003;S006;S007;S009;S010;S011;S013;S014 | S004;S005;S015 | S008;S012,12,16,6,9,13,43,0.44553936296655794,4,5,3,6,5,5,6,9
S001;S002;S003;S006;S007;S009;S010;S011;S013;S014;S015 | S004;S005 | S008;S012,11,16,6,9,12,42,0.49983787911090455,4,4,3,6,5,5,6,9
S001;S002;S003;S006;S007;S009;S010;S011;S013;S014;S015 | S004;S005;S008 | S012,12,17,6,8,13,43,0.63158345195056,4,5,3,6,6,5,6,8
S001;S002;S003;S006;S007;S009;S010;S011;S013;S014;S015 | S004;S005;S012 | S008,12,17,6,8,13,43,0.5704003726664731,4,5,3,6,6,5,6,8
S001;S002;S003;S006;S007;S011 | S004;S005 | S008;S009;S010;S012;S013;S014;S015,14,17,6,9,16,46,0.3080321791008477,7,4,3,7,5,5,6,9
S001;S002;S003;S006;S007;S011 | S004;S005;S008 | S009;S010;S012;S013;S014;S015,15,18,6,9,18,48,0.20483345302606507,7,5,3,7,6,5,6,9
S001;S002;S003;S006;S007;S011 | S004;S005;S008;S009;S010;S012;S013;S014 | S015,15,17,6,8,16,46,0.4387110690922121,7,5,3,7,5,5,6,8
S001;S002;S003;S006;S007;S011 | S004;S005;S008;S009;S010;S013;S014 | S012;S015,15,18,6,9,18,48,0.3128299904707806,7,5,3,7,6,5,6,9
S001;S002;S003;S006;S007;S011 | S004;S005;S008;S009;S010;S013;S014;S015 | S012,15,18,6,8,17,47,0.4691454744632303,7,5,3,7,6,5,6,8
S001;S002;S003;S006;S007;S011 | S004;S005;S008;S012 | S009;S010;S013;S014;S015,15,17,6,9,17,47,0.1399353133414604,7,5,3,7,5,5,6,9
S001;S002;S003;S006;S007;S011 | S004;S005;S008;S012;S015 | S009;S010;S013;S014,14,17,6,9,16,46,0.1527067938500528,7,4,3,7,5,5,6,9
S001;S002;S003;S006;S007;S011 | S004;S005;S008;S015 | S009;S010;S012;S013;S014,15,18,6,9,18,48,0.17965045782904693,7,5,3,7,6,5,6,9
S001;S002;S003;S006;S007;S011 | S004;S005;S009;S010;S012;S013;S014 | S008;S015,15,18,6,9,18,48,0.2707700482696712,7,5,3,7,6,5,6,9
S001;S002;S003;S006;S007;S011 | S004;S005;S009;S010;S012;S013;S014;S015 | S008,15,18,6,8,17,47,0.4031691345397697,7,5,3,7,6,5,6,8
S001;S002;S003;S006;S007;S011 | S004;S005;S009;S010;S013;S014 | S008;S012;S015,14,17,6,9,16,46,0.1624946574927352,7,4,3,7,5,5,6,9
S001;S002;S003;S006;S007;S011 | S004;S005;S009;S010;S013;S014;S015 | S008;S012,15,17,6,9,17,47,0.20646948883004385,7,5,3,7,5,5,6,9
S001;S002;S003;S006;S007;S011 | S004;S005;S012 | S008;S009;S010;S013;S014;S015,15,18,6,9,18,48,0.194026879460851,7,5,3,7,6,5,6,9
S001;S002;S003;S006;S007;S011 | S004;S005;S012;S015 | S008;S009;S010;S013;S014,15,18,6,9,18,48,0.1521889804893983,7,5,3,7,6,5,6,9
S001;S002;S003;S006;S007;S011 | S004;S005;S015 | S008;S009;S010;S012;S013;S014,15,17,6,9,17,47,0.2576091475577046,7,5,3,7,5,5,6,9
S001;S002;S003;S006;S007;S011;S012 | S004;S005 | S008;S009;S010;S013;S014;S015,14,18,6,9,17,47,0.31279969915654693,7,4,3,7,6,5,6,9
S001;S002;S003;S006;S007;S011;S012 | S004;S005;S008 | S009;S010;S013;S014;S015,15,18,6,9,18,48,0.24181725531543846,7,5,3,7,6,5,6,9
S001;S002;S003;S006;S007;S011;S012 | S004;S005;S008;S009;S010;S013;S014 | S015,15,18,6,8,17,47,0.4358212434475315,7,5,3,7,6,5,6,8
S001;S002;S003;S006;S007;S011;S012 | S004;S005;S008;S015 | S009;S010;S013;S014,14,18,6,9,17,47,0.22967329690430047,7,4,3,7,6,5,6,9
S001;S002;S003;S006;S007;S011;S012 | S004;S005;S009;S010;S013;S014 | S008;S015,14,18,6,9,17,47,0.28107908845769003,7,4,3,7,6,5,6,9
S001;S002;S003;S006;S007;S011;S012 | S004;S005;S009;S010;S013;S014;S015 | S008,15,18,6,8,17,47,0.4058255253321538,7,5,3,7,6,5,6,8
S001;S002;S003;S006;S007;S011;S012 | S004;S005;S015 | S008;S009;S010;S013;S014,15,18,6,9,18,48,0.27027773363258406,7,5,3,7,6,5,6,9
S001;S002;S003;S006;S007;S011;S012;S015 | S004;S005 | S008;S009;S010;S013;S014,14,18,6,9,17,47,0.32840040275289656,7,4,3,7,6,5,6,9
S001;S002;S003;S006;S007;S011;S012;S015 | S004;S005;S008 | S009;S010;S013;S014,14,18,6,9,17,47,0.2857374606828469,7,4,3,7,6,5,6,9
S001;S002;S003;S006;S007;S011;S012;S015 | S004;S005;S009;S010;S013;S014 | S008,14,18,6,8,16,46,0.4178854962616356,7,4,3,7,6,5,6,8
S001;S002;S003;S006;S007;S011;S015 | S004;S005 | S008;S009;S010;S012;S013;S014,14,17,6,9,16,46,0.31214018032729546,7,4,3,7,5,5,6,9
S001;S002;S003;S006;S007;S011;S015 | S004;S005;S008 | S009;S010;S012;S013;S014,15,18,6,9,18,48,0.23919378190451063,7,5,3,7,6,5,6,9
S001;S002;S003;S006;S007;S011;S015 | S004;S005;S008;S009;S010;S013;S014 | S012,15,18,6,8,17,47,0.46651609460850335,7,5,3,7,6,5,6,8
S001;S002;S003;S006;S007;S011;S015 | S004;S005;S008;S012 | S009;S010;S013;S014,14,17,6,9,16,46,0.19335029438808643,7,4,3,7,5,5,6,9
S001;S002;S003;S006;S007;S011;S015 | S004;S005;S009;S010;S012;S013;S014 | S008,15,18,6,8,17,47,0.40535192006837245,7,5,3,7,6,5,6,8
S001;S002;S003;S006;S007;S011;S015 | S004;S005;S009;S010;S013;S014 | S008;S012,14,17,6,9,16,46,0.2181441418264924,7,4,3,7,5,5,6,9
S001;S002;S003;S006;S007;S011;S015 | S004;S005;S012 | S008;S009;S010;S013;S014,15,18,6,9,18,48,0.20850357962242605,7,5,3,7,6,5,6,9
S001;S002;S003;S007;S008;S009;S010;S011;S012;S013;S014 | S004;S005 | S006;S015,10,15,6,8,9,39,0.6879841302388324,4,3,3,6,4,5,6,8
S001;S002;S003;S007;S008;S009;S010;S011;S012;S013;S014 | S004;S005;S006 | S015,9,14,6,8,7,37,0.6934311677433246,4,3,2,6,4,4,6,8
S001;S002;S003;S007;S008;S009;S010;S011;S012;S013;S014 | S004;S005;S015 | S006,10,15,4,6,5,35,0.890917942067126,4,3,3,6,4,5,4,6
S001;S002;S003;S007;S008;S009;S010;S011;S012;S013;S014;S015 | S004;S005 | S006,9,15,4,6,4,34,0.9381758772249565,4,2,3,6,4,5,4,6
S001;S002;S003;S007;S008;S009;S010;S011;S013;S014 | S004;S005 | S006;S012;S015,10,16,6,9,11,41,0.5787776004221393,4,3,3,6,5,5,6,9
S001;S002;S003;S007;S008;S009;S010;S011;S013;S014 | S004;S005;S006 | S012;S015,9,15,6,9,9,39,0.5788235000061854,4,3,2,6,5,4,6,9
S001;S002;S003;S007;S008;S009;S010;S011;S013;S014 | S004;S005;S006;S012 | S015,10,15,6,8,9,39,0.6052321117142061,4,4,2,6,5,4,6,8
S001;S002;S003;S007;S008;S009;S010;S011;S013;S014 | S004;S005;S006;S015 | S012,10,15,6,8,9,39,0.6727303239080733,4,4,2,6,5,4,6,8
S001;S002;S003;S007;S008;S009;S010;S011;S013;S014 | S004;S005;S012 | S006;S015,11,16,6,8,11,41,0.5936532598681487,4,4,3,6,5,5,6,8
S001;S002;S003;S007;S008;S009;S010;S011;S013;S014 | S004;S005;S012;S015 | S006,10,16,4,6,6,36,0.8020217835503858,4,3,3,6,5,5,4,6
S001;S002;S003;S007;S008;S009;S010;S011;S013;S014 | S004;S005;S015 | S006;S012,11,16,6,8,11,41,0.6632093230943216,4,4,3,6,5,5,6,8
S001;S002;S003;S007;S008;S009;S010;S011;S013;S014;S015 | S004;S005 | S006;S012,10,16,6,8,10,40,0.7125189000572429,4,3,3,6,5,5,6,8
S001;S002;S003;S007;S008;S009;S010;S011;S013;S014;S015 | S004;S005;S006 | S012,9,15,6,8,8,38,0.7193432070689327,4,3,2,6,5,4,6,8
S001;S002;S003;S007;S008;S009;S010;S011;S013;S014;S015 | S004;S005;S012 | S006,10,16,4,6,6,36,0.8406095386733082,4,3,3,6,5,5,4,6
S001;S002;S003;S007;S008;S011 | S004;S005 | S006;S009;S010;S012;S013;S014;S015,13,17,6,9,15,45,0.34141056102642986,7,3,3,7,5,5,6,9
S001;S002;S003;S007;S008;S011 | S004;S005;S006 | S009;S010;S012;S013;S014;S015,12,16,6,9,13,43,0.3183968134281864,7,3,2,7,5,4,6,9
S001;S002;S003;S007;S008;S011 | S004;S005;S006;S009;S010;S012;S013;S014 | S015,13,16,6,8,13,43,0.44895129616000606,7,4,2,7,5,4,6,8
S001;S002;S003;S007;S008;S011 | S004;S005;S006;S009;S010;S013;S014 | S012;S015,12,16,6,9,13,43,0.3376656559715818,7,3,2,7,5,4,6,9
S001;S002;S003;S007;S008;S011 | S004;S005;S006;S009;S010;S013;S014;S015 | S012,13,16,6,8,13,43,0.4790701162881545,7,4,2,7,5,4,6,8
S001;S002;S003;S007;S008;S011 | S004;S005;S006;S012 | S009;S010;S013;S014;S015,13,16,6,9,14,44,0.24859469028719966,7,4,2,7,5,4,6,9
S001;S002;S003;S007;S008;S011 | S004;S005;S006;S012;S015 | S009;S010;S013;S014,12,16,6,9,13,43,0.24645271159065227,7,3,2,7,5,4,6,9
S001;S002;S003;S007;S008;S011 | S004;S005;S006;S015 | S009;S010;S012;S013;S014,13,16,6,9,14,44,0.29548614859310857,7,4,2,7,5,4,6,9
S001;S002;S003;S007;S008;S011 | S004;S005;S009;S010;S012;S013;S014 | S006;S015,14,17,6,8,15,45,0.41525627802314163,7,4,3,7,5,5,6,8
S001;S002;S003;S007;S008;S011 | S004;S005;S009;S010;S012;S013;S014;S015 | S006,13,17,4,6,10,40,0.6678457523460892,7,3,3,7,5,5,4,6
S001;S002;S003;S007;S008;S011 | S004;S005;S009;S010;S013;S014 | S006;S012;S015,13,17,6,9,15,45,0.3098411272651574,7,3,3,7,5,5,6,9
S001;S002;S003;S007;S008;S011 | S004;S005;S009;S010;S013;S014;S015 | S006;S012,14,17,6,8,15,45,0.44463048528664545,7,4,3,7,5,5,6,8
S001;S002;S003;S007;S008;S011 | S004;S005;S012 | S006;S009;S010;S013;S014;S015,14,17,6,9,16,46,0.2586041091697516,7,4,3,7,5,5,6,9
S001;S002;S003;S007;S008;S011 | S004;S005;S012;S015 | S006;S009;S010;S013;S014,13,17,6,9,15,45,0.24684105759415595,7,3,3,7,5,5,6,9
S001;S002;S003;S007;S008;S011 | S004;S005;S015 | S006;S009;S010;S012;S013;S014,14,17,6,9,16,46,0.31182662897869406,7,4,3,7,5,5,6,9
S001;S002;S003;S007;S008;S011;S012 | S004;S005 | S006;S009;S010;S013;S014;S015,13,16,6,9,14,44,0.3729892918453589,7,3,3,7,4,5,6,9
S001;S002;S003;S007;S008;S011;S012 | S004;S005;S006 | S009;S010;S013;S014;S015,12,15,6,9,12,42,0.3560050038258792,7,3,2,7,4,4,6,9
S001;S002;S003;S007;S008;S011;S012 | S004;S005;S006;S009;S010;S013;S014 | S015,12,15,6,8,11,41,0.46286403626241124,7,3,2,7,4,4,6,8
S001;S002;S003;S007;S008;S011;S012 | S004;S005;S006;S015 | S009;S010;S013;S014,12,15,6,9,12,42,0.3411786158591697,7,3,2,7,4,4,6,9
S001;S002;S003;S007;S008;S011;S012 | S004;S005;S009;S010;S013;S014 | S006;S015,13,16,6,8,13,43,0.433505268106322,7,3,3,7,4,5,6,8
S001;S002;S003;S007;S008;S011;S012 | S004;S005;S009;S010;S013;S014;S015 | S006,13,16,4,6,9,39,0.6786312961383759,7,3,3,7,4,5,4,6
S001;S002;S003;S007;S008;S011;S012 | S004;S005;S015 | S006;S009;S010;S013;S014,13,16,6,9,14,44,0.35145901489716586,7,3,3,7,4,5,6,9
S001;S002;S003;S007;S008;S011;S012;S015 | S004;S005 | S006;S009;S010;S013;S014,12,16,6,9,13,43,0.40928747378734776,7,2,3,7,4,5,6,9
S001;S002;S003;S007;S008;S011;S012;S015 | S004;S005;S006 | S009;S010;S013;S014,11,15,6,9,11,41,0.3971966969168502,7,2,2,7,4,4,6,9
S001;S002;S003;S007;S008;S011;S012;S015 | S004;S005;S009;S010;S013;S014 | S006,12,16,4,6,8,38,0.6950467939957861,7,2,3,7,4,5,4,6
S001;S002;S003;S007;S008;S011;S015 | S004;S005 | S006;S009;S010;S012;S013;S014,13,17,6,9,15,45,0.3708111266205607,7,3,3,7,5,5,6,9
S001;S002;S003;S007;S008;S011;S015 | S004;S005;S006 | S009;S010;S012;S013;S014,12,16,6,9,13,43,0.35347797692517796,7,3,2,7,5,4,6,9
S001;S002;S003;S007;S008;S011;S015 | S004;S005;S006;S009;S010;S013;S014 | S012,12,16,6,8,12,42,0.49177647255854595,7,3,2,7,5,4,6,8
S001;S002;S003;S007;S008;S011;S015 | S004;S005;S006;S012 | S009;S010;S013;S014,12,16,6,9,13,43,0.2952083404997969,7,3,2,7,5,4,6,9
S001;S002;S003;S007;S008;S011;S015 | S004;S005;S009;S010;S012;S013;S014 | S006,13,17,4,6,10,40,0.6777622930864368,7,3,3,7,5,5,4,6
S001;S002;S003;S007;S008;S011;S015 | S004;S005;S009;S010;S013;S014 | S006;S012,13,17,6,8,14,44,0.46125704224339914,7,3,3,7,5,5,6,8
S001;S002;S003;S007;S008;S011;S015 | S004;S005;S012 | S006;S009;S010;S013;S014,13,17,6,9,15,45,0.29963666540127915,7,3,3,7,5,5,6,9
S001;S002;S003;S007;S009;S010;S011;S012;S013;S014 | S004;S005 | S006;S008;S015,11,17,6,9,13,43,0.5076013354167672,4,4,3,6,6,5,6,9
S001;S002;S003;S007;S009;S010;S011;S012;S013;S014 | S004;S005;S006 | S008;S015,10,16,6,9,11,41,0.5055484976785575,4,4,2,6,6,4,6,9
S001;S002;S003;S007;S009;S010;S011;S012;S013;S014 | S004;S005;S006;S008 | S015,11,16,6,8,11,41,0.5716220391644447,4,5,2,6,6,4,6,8
S001;S002;S003;S007;S009;S010;S011;S012;S013;S014 | S004;S005;S006;S015 | S008,11,16,6,8,11,41,0.5782011465994512,4,5,2,6,6,4,6,8
S001;S002;S003;S007;S009;S010;S011;S012;S013;S014 | S004;S005;S008 | S006;S015,12,17,6,8,13,43,0.5587512004659871,4,5,3,6,6,5,6,8
S001;S002;S003;S007;S009;S010;S011;S012;S013;S014 | S004;S005;S008;S015 | S006,11,17,4,6,8,38,0.7829396330470805,4,4,3,6,6,5,4,6
S001;S002;S003;S007;S009;S010;S011;S012;S013;S014 | S004;S005;S015 | S006;S008,12,17,6,8,13,43,0.5697150016614484,4,5,3,6,6,5,6,8
S001;S002;S003;S007;S009;S010;S011;S012;S013;S014;S015 | S004;S005 | S006;S008,11,17,6,8,12,42,0.6219692910640265,4,4,3,6,6,5,6,8
S001;S002;S003;S007;S009;S010;S011;S012;S013;S014;S015 | S004;S005;S006 | S008,10,16,6,8,10,40,0.6272663234629388,4,4,2,6,6,4,6,8
S001;S002;S003;S007;S009;S010;S011;S012;S013;S014;S015 | S004;S005;S008 | S006,11,17,4,6,8,38,0.8232055538414762,4,4,3,6,6,5,4,6
S001;S002;S003;S007;S009;S010;S011;S013;S014 | S004;S005 | S006;S008;S012;S015,11,16,6,9,12,42,0.42306054821188616,4,4,3,6,5,5,6,9
S001;S002;S003;S007;S009;S010;S011;S013;S014 | S004;S005;S006 | S008;S012;S015,10,15,6,9,10,40,0.41248044186418126,4,4,2,6,5,4,6,9
S001;S002;S003;S007;S009;S010;S011;S013;S014 | S004;S005;S006;S008 | S012;S015,11,16,6,9,12,42,0.4478795003278867,4,5,2,6,6,4,6,9
S001;S002;S003;S007;S009;S010;S011;S013;S014 | S004;S005;S006;S008;S012 | S015,11,15,6,8,10,40,0.5048897446793932,4,5,2,6,5,4,6,8
S001;S002;S003;S007;S009;S010;S011;S013;S014 | S004;S005;S006;S008;S015 | S012,11,16,6,8,11,41,0.5593522575235477,4,5,2,6,6,4,6,8
S001;S002;S003;S007;S009;S010;S011;S013;S014 | S004;S005;S006;S012 | S008;S015,11,16,6,9,12,42,0.4127015922372375,4,5,2,6,6,4,6,9
S001;S002;S003;S007;S009;S010;S011;S013;S014 | S004;S005;S006;S012;S015 | S008,11,16,6,8,11,41,0.4995153111529665,4,5,2,6,6,4,6,8
S001;S002;S003;S007;S009;S010;S011;S013;S014 | S004;S005;S006;S015 | S008;S012,11,15,6,9,11,41,0.4056017203624977,4,5,2,6,5,4,6,9
S001;S002;S003;S007;S009;S010;S011;S013;S014 | S004;S005;S008 | S006;S012;S015,12,17,6,9,14,44,0.4410163443889329,4,5,3,6,6,5,6,9
S001;S002;S003;S007;S009;S010;S011;S013;S014 | S004;S005;S008;S012 | S006;S015,12,16,6,8,12,42,0.4838751361207993,4,5,3,6,5,5,6,8
S001;S002;S003;S007;S009;S010;S011;S013;S014 | S004;S005;S008;S012;S015 | S006,11,16,4,6,7,37,0.7180838047057873,4,4,3,6,5,5,4,6
S001;S002;S003;S007;S009;S010;S011;S013;S014 | S004;S005;S008;S015 | S006;S012,12,17,6,8,13,43,0.5408587314089156,4,5,3,6,6,5,6,8
S001;S002;S003;S007;S009;S010;S011;S013;S014 | S004;S005;S012 | S006;S008;S015,12,17,6,9,14,44,0.4066130028406203,4,5,3,6,6,5,6,9
S001;S002;S003;S007;S009;S010;S011;S013;S014 | S004;S005;S012;S015 | S006;S008,12,17,6,8,13,43,0.48265150512587,4,5,3,6,6,5,6,8
S001;S002;S003;S007;S009;S010;S011;S013;S014 | S004;S005;S015 | S006;S008;S012,12,16,6,9,13,43,0.40999025628002234,4,5,3,6,5,5,6,9
S001;S002;S003;S007;S009;S010;S011;S013;S014;S015 | S004;S005 | S006;S008;S012,11,16,6,9,12,42,0.46561160075897373,4,4,3,6,5,5,6,9
S001;S002;S003;S007;S009;S010;S011;S013;S014;S015 | S004;S005;S006 | S008;S012,10,15,6,9,10,40,0.45889484542008957,4,4,2,6,5,4,6,9
S001;S002;S003;S007;S009;S010;S011;S013;S014;S015 | S004;S005;S006;S008 | S012,11,16,6,8,11,41,0.5990284237182857,4,5,2,6,6,4,6,8
S001;S002;S003;S007;S009;S010;S011;S013;S014;S015 | S004;S005;S006;S012 | S008,11,16,6,8,11,41,0.5384441751377191,4,5,2,6,6,4,6,8
S001;S002;S003;S007;S009;S010;S011;S013;S014;S015 | S004;S005;S008 | S006;S012,12,17,6,8,13,43,0.584489926952162,4,5,3,6,6,5,6,8
S001;S002;S003;S007;S009;S010;S011;S013;S014;S015 | S004;S005;S008;S012 | S006,11,16,4,6,7,37,0.7468474304431127,4,4,3,6,5,5,4,6
S001;S002;S003;S007;S009;S010;S011;S013;S014;S015 | S004;S005;S012 | S006;S008,12,17,6,8,13,43,0.5255865845727664,4,5,3,6,6,5,6,8
S001;S002;S003;S007;S011 | S004;S005 | S006;S008;S009;S010;S012;S013;S014;S015,14,17,6,9,16,46,0.31237235177671085,7,4,3,7,5,5,6,9
S001;S002;S003;S007;S011 | S004;S005;S006 | S008;S009;S010;S012;S013;S014;S015,13,16,6,9,14,44,0.27110625192621873,7,4,2,7,5,4,6,9
S001;S002;S003;S007;S011 | S004;S005;S006;S008 | S009;S010;S012;S013;S014;S015,14,17,6,9,16,46,0.15906716674730773,7,5,2,7,6,4,6,9
S001;S002;S003;S007;S011 | S004;S005;S006;S008;S009;S010;S012;S013;S014 | S015,14,16,6,8,14,44,0.44645892766716644,7,5,2,7,5,4,6,8
S001;S002;S003;S007;S011 | S004;S005;S006;S008;S009;S010;S013;S014 | S012;S015,14,17,6,9,16,46,0.3185282466676057,7,5,2,7,6,4,6,9
S001;S002;S003;S007;S011 | S004;S005;S006;S008;S009;S010;S013;S014;S015 | S012,14,17,6,8,15,45,0.476468241721988,7,5,2,7,6,4,6,8
S001;S002;S003;S007;S011 | S004;S005;S006;S008;S012 | S009;S010;S013;S014;S015,14,16,6,9,15,45,0.10464528809875971,7,5,2,7,5,4,6,9
S001;S002;S003;S007;S011 | S004;S005;S006;S008;S012;S015 | S009;S010;S013;S014,13,16,6,9,14,44,0.13143449749060454,7,4,2,7,5,4,6,9
S001;S002;S003;S007;S011 | S004;S005;S006;S008;S015 | S009;S010;S012;S013;S014,14,17,6,9,16,46,0.13569040449830105,7,5,2,7,6,4,6,9
S001;S002;S003;S007;S011 | S004;S005;S006;S009;S010;S012;S013;S014 | S008;S015,14,17,6,9,16,46,0.2721824032601359,7,5,2,7,6,4,6,9
S001;S002;S003;S007;S011 | S004;S005;S006;S009;S010;S012;S013;S014;S015 | S008,14,17,6,8,15,45,0.4077594747445429,7,5,2,7,6,4,6,8
S001;S002;S003;S007;S011 | S004;S005;S006;S009;S010;S013;S014 | S008;S012;S015,13,16,6,9,14,44,0.15656811084196662,7,4,2,7,5,4,6,9
S001;S002;S003;S007;S011 | S004;S005;S006;S009;S010;S013;S014;S015 | S008;S012,14,16,6,9,15,45,0.2078011254180751,7,5,2,7,5,4,6,9
S001;S002;S003;S007;S011 | S004;S005;S006;S012 | S008;S009;S010;S013;S014;S015,14,17,6,9,16,46,0.15559184237331652,7,5,2,7,6,4,6,9
S001;S002;S003;S007;S011 | S004;S005;S006;S012;S015 | S008;S009;S010;S013;S014,14,17,6,9,16,46,0.1103017476314304,7,5,2,7,6,4,6,9
S001;S002;S003;S007;S011 | S004;S005;S006;S015 | S008;S009;S010;S012;S013;S014,14,16,6,9,15,45,0.218191838302761,7,5,2,7,5,4,6,9
S001;S002;S003;S007;S011 | S004;S005;S008 | S006;S009;S010;S012;S013;S014;S015,15,18,6,9,18,48,0.18808335005290963,7,5,3,7,6,5,6,9
S001;S002;S003;S007;S011 | S004;S005;S008;S009;S010;S012;S013;S014 | S006;S015,15,17,6,8,16,46,0.4029558950323548,7,5,3,7,5,5,6,8
S001;S002;S003;S007;S011 | S004;S005;S008;S009;S010;S012;S013;S014;S015 | S006,14,17,4,6,11,41,0.6731813191827081,7,4,3,7,5,5,4,6
S001;S002;S003;S007;S011 | S004;S005;S008;S009;S010;S013;S014 | S006;S012;S015,15,18,6,9,18,48,0.2770899985648295,7,5,3,7,6,5,6,9
S001;S002;S003;S007;S011 | S004;S005;S008;S009;S010;S013;S014;S015 | S006;S012,15,18,6,8,17,47,0.43237623653352525,7,5,3,7,6,5,6,8
S001;S002;S003;S007;S011 | S004;S005;S008;S012 | S006;S009;S010;S013;S014;S015,15,17,6,9,17,47,0.10357148677397635,7,5,3,7,5,5,6,9
S001;S002;S003;S007;S011 | S004;S005;S008;S012;S015 | S006;S009;S010;S013;S014,14,17,6,9,16,46,0.10898443925265806,7,4,3,7,5,5,6,9
S001;S002;S003;S007;S011 | S004;S005;S008;S015 | S006;S009;S010;S012;S013;S014,15,18,6,9,18,48,0.15133047039654157,7,5,3,7,6,5,6,9
S001;S002;S003;S007;S011 | S004;S005;S009;S010;S012;S013;S014 | S006;S008;S015,15,18,6,9,18,48,0.2320711457726251,7,5,3,7,6,5,6,9
S001;S002;S003;S007;S011 | S004;S005;S009;S010;S012;S013;S014;S015 | S006;S008,15,18,6,8,17,47,0.36470326374837514,7,5,3,7,6,5,6,8
S001;S002;S003;S007;S011 | S004;S005;S009;S010;S013;S014 | S006;S008;S012;S015,14,17,6,9,16,46,0.12147102346865865,7,4,3,7,5,5,6,9
S001;S002;S003;S007;S011 | S004;S005;S009;S010;S013;S014;S015 | S006;S008;S012,15,17,6,9,17,47,0.16893119119405905,7,5,3,7,5,5,6,9
S001;S002;S003;S007;S011 | S004;S005;S012 | S006;S008;S009;S010;S013;S014;S015,15,18,6,9,18,48,0.1937622097863547,7,5,3,7,6,5,6,9
S001;S002;S003;S007;S011 | S004;S005;S012;S015 | S006;S008;S009;S010;S013;S014,15,18,6,9,18,48,0.14358360450288268,7,5,3,7,6,5,6,9
S001;S002;S003;S007;S011 | S004;S005;S015 | S006;S008;S009;S010;S012;S013;S014,15,17,6,9,17,47,0.2577299105141626,7,5,3,7,5,5,6,9
S001;S002;S003;S007;S011;S012 | S004;S005 | S006;S008;S009;S010;S013;S014;S015,14,18,6,9,17,47,0.3081070138628499,7,4,3,7,6,5,6,9
S001;S002;S003;S007;S011;S012 | S004;S005;S006 | S008;S009;S010;S013;S014;S015,13,17,6,9,15,45,0.2713949833128309,7,4,2,7,6,4,6,9
