groups,transport,battery,relay,component,gap,units,cv,A_uav,B_uav,C_uav,A_battery,B_battery,C_battery,R_uav,R_component
S001;S002;S004;S005;S008;S012 | S003;S007;S011;S015 | S006;S009;S010;S013;S014,15,17,6,8,16,46,0.2193995300227495,7,4,4,7,5,5,6,8
S001;S002;S004;S005;S008;S012;S015 | S003;S006;S007;S011 | S009;S010;S013;S014,13,15,6,8,12,42,0.268325528167925,7,3,3,7,4,4,6,8
S001;S002;S004;S005;S008;S012;S015 | S003;S007;S009;S010;S011;S013;S014 | S006,12,16,4,6,8,38,0.6649942237390349,5,3,4,7,4,5,4,6
S001;S002;S004;S005;S008;S012;S015 | S003;S007;S011 | S006;S009;S010;S013;S014,14,16,6,8,14,44,0.2784741902990559,7,3,4,7,4,5,6,8
S001;S002;S004;S005;S008;S015 | S003;S006;S007;S009;S010;S011;S013;S014 | S012,12,16,6,8,12,42,0.46644683526918523,5,4,3,7,5,4,6,8
S001;S002;S004;S005;S008;S015 | S003;S006;S007;S011 | S009;S010;S012;S013;S014,14,16,6,8,14,44,0.22086030959140318,7,4,3,7,5,4,6,8
S001;S002;S004;S005;S008;S015 | S003;S006;S007;S011;S012 | S009;S010;S013;S014,13,16,6,9,14,44,0.17983728157540801,7,3,3,7,5,4,6,9
S001;S002;S004;S005;S008;S015 | S003;S007;S009;S010;S011;S012;S013;S014 | S006,12,17,4,6,9,39,0.6631419376892108,5,3,4,7,5,5,4,6
S001;S002;S004;S005;S008;S015 | S003;S007;S009;S010;S011;S013;S014 | S006;S012,13,17,6,8,14,44,0.42624694964097337,5,4,4,7,5,5,6,8
S001;S002;S004;S005;S008;S015 | S003;S007;S011 | S006;S009;S010;S012;S013;S014,15,17,6,8,16,46,0.23938235832333438,7,4,4,7,5,5,6,8
S001;S002;S004;S005;S008;S015 | S003;S007;S011;S012 | S006;S009;S010;S013;S014,14,17,6,9,16,46,0.1751663181749791,7,3,4,7,5,5,6,9
S001;S002;S004;S005;S009;S010;S012;S013;S014 | S003;S006;S007;S008;S011 | S015,14,18,6,8,16,46,0.4895609349035478,6,5,3,7,7,4,6,8
S001;S002;S004;S005;S009;S010;S012;S013;S014 | S003;S006;S007;S011 | S008;S015,14,18,6,8,16,46,0.41746103147621905,6,5,3,7,7,4,6,8
S001;S002;S004;S005;S009;S010;S012;S013;S014 | S003;S006;S007;S011;S015 | S008,15,18,6,7,16,46,0.5020405142519468,6,6,3,7,7,4,6,7
S001;S002;S004;S005;S009;S010;S012;S013;S014 | S003;S007;S008;S011 | S006;S015,15,19,6,8,18,48,0.46653650328403323,6,5,4,7,7,5,6,8
S001;S002;S004;S005;S009;S010;S012;S013;S014 | S003;S007;S008;S011;S015 | S006,14,19,4,6,13,43,0.7065938509079934,6,4,4,7,7,5,4,6
S001;S002;S004;S005;S009;S010;S012;S013;S014 | S003;S007;S011 | S006;S008;S015,15,19,6,8,18,48,0.41408817782266943,6,5,4,7,7,5,6,8
S001;S002;S004;S005;S009;S010;S012;S013;S014 | S003;S007;S011;S015 | S006;S008,16,19,6,7,18,48,0.4867561659313735,6,6,4,7,7,5,6,7
S001;S002;S004;S005;S009;S010;S012;S013;S014;S015 | S003;S006;S007;S011 | S008,14,17,6,7,14,44,0.544889197910856,6,5,3,7,6,4,6,7
S001;S002;S004;S005;S009;S010;S012;S013;S014;S015 | S003;S007;S008;S011 | S006,14,18,4,6,12,42,0.7332896604030453,6,4,4,7,6,5,4,6
S001;S002;S004;S005;S009;S010;S012;S013;S014;S015 | S003;S007;S011 | S006;S008,15,18,6,7,16,46,0.5337745464225317,6,5,4,7,6,5,6,7
S001;S002;S004;S005;S009;S010;S013;S014 | S003;S006;S007;S008;S011 | S012;S015,13,18,6,9,16,46,0.3615683113885339,6,4,3,7,7,4,6,9
S001;S002;S004;S005;S009;S010;S013;S014 | S003;S006;S007;S008;S011;S012 | S015,13,17,6,8,14,44,0.45705300673689525,6,4,3,7,6,4,6,8
S001;S002;S004;S005;S009;S010;S013;S014 | S003;S006;S007;S008;S011;S015 | S012,13,18,6,8,15,45,0.49354760000592746,6,4,3,7,7,4,6,8
S001;S002;S004;S005;S009;S010;S013;S014 | S003;S006;S007;S011 | S008;S012;S015,13,17,6,8,14,44,0.31822129747962136,6,4,3,7,6,4,6,8
S001;S002;S004;S005;S009;S010;S013;S014 | S003;S006;S007;S011;S012 | S008;S015,13,18,6,9,16,46,0.34242816791935077,6,4,3,7,7,4,6,9
S001;S002;S004;S005;S009;S010;S013;S014 | S003;S006;S007;S011;S012;S015 | S008,14,18,6,8,16,46,0.4449281992108103,6,5,3,7,7,4,6,8
S001;S002;S004;S005;S009;S010;S013;S014 | S003;S006;S007;S011;S015 | S008;S012,14,17,6,8,15,45,0.31882911045875406,6,5,3,7,6,4,6,8
S001;S002;S004;S005;S009;S010;S013;S014 | S003;S007;S008;S011 | S006;S012;S015,14,19,6,9,18,48,0.3424360324254484,6,4,4,7,7,5,6,9
S001;S002;S004;S005;S009;S010;S013;S014 | S003;S007;S008;S011;S012 | S006;S015,14,18,6,8,16,46,0.42614511704489494,6,4,4,7,6,5,6,8
S001;S002;S004;S005;S009;S010;S013;S014 | S003;S007;S008;S011;S012;S015 | S006,13,18,4,6,11,41,0.6740470967160682,6,3,4,7,6,5,4,6
S001;S002;S004;S005;S009;S010;S013;S014 | S003;S007;S008;S011;S015 | S006;S012,14,19,6,8,17,47,0.46457924680641666,6,4,4,7,7,5,6,8
S001;S002;S004;S005;S009;S010;S013;S014 | S003;S007;S011 | S006;S008;S012;S015,14,18,6,8,16,46,0.32493396030006727,6,4,4,7,6,5,6,8
S001;S002;S004;S005;S009;S010;S013;S014 | S003;S007;S011;S012 | S006;S008;S015,14,19,6,9,18,48,0.32824648038070253,6,4,4,7,7,5,6,9
S001;S002;S004;S005;S009;S010;S013;S014 | S003;S007;S011;S012;S015 | S006;S008,15,19,6,8,18,48,0.4200503587704784,6,5,4,7,7,5,6,8
S001;S002;S004;S005;S009;S010;S013;S014 | S003;S007;S011;S015 | S006;S008;S012,15,18,6,8,17,47,0.3173459125516848,6,5,4,7,6,5,6,8
S001;S002;S004;S005;S009;S010;S013;S014;S015 | S003;S006;S007;S008;S011 | S012,13,17,6,8,14,44,0.518157940496277,6,4,3,7,6,4,6,8
S001;S002;S004;S005;S009;S010;S013;S014;S015 | S003;S006;S007;S011 | S008;S012,13,16,6,8,13,43,0.36836746807571397,6,4,3,7,5,4,6,8
S001;S002;S004;S005;S009;S010;S013;S014;S015 | S003;S006;S007;S011;S012 | S008,13,17,6,8,14,44,0.47453892486588584,6,4,3,7,6,4,6,8
S001;S002;S004;S005;S009;S010;S013;S014;S015 | S003;S007;S008;S011 | S006;S012,14,18,6,8,16,46,0.4936398588442274,6,4,4,7,6,5,6,8
S001;S002;S004;S005;S009;S010;S013;S014;S015 | S003;S007;S008;S011;S012 | S006,13,17,4,6,10,40,0.6882338458178455,6,3,4,7,5,5,4,6
S001;S002;S004;S005;S009;S010;S013;S014;S015 | S003;S007;S011 | S006;S008;S012,14,17,6,8,15,45,0.37065003304804767,6,4,4,7,5,5,6,8
S001;S002;S004;S005;S009;S010;S013;S014;S015 | S003;S007;S011;S012 | S006;S008,14,18,6,8,16,46,0.45447837295322235,6,4,4,7,6,5,6,8
S001;S002;S004;S005;S012 | S003;S006;S007;S008;S009;S010;S011;S013;S014 | S015,13,18,6,8,15,45,0.4748800572230623,5,5,3,7,7,4,6,8
S001;S002;S004;S005;S012 | S003;S006;S007;S008;S011 | S009;S010;S013;S014;S015,15,18,6,9,18,48,0.08229682723491694,7,5,3,7,7,4,6,9
S001;S002;S004;S005;S012 | S003;S006;S007;S008;S011;S015 | S009;S010;S013;S014,14,18,6,9,17,47,0.11948671285928428,7,4,3,7,7,4,6,9
S001;S002;S004;S005;S012 | S003;S006;S007;S009;S010;S011;S013;S014 | S008;S015,13,18,6,9,16,46,0.27922135705730255,5,5,3,7,7,4,6,9
S001;S002;S004;S005;S012 | S003;S006;S007;S009;S010;S011;S013;S014;S015 | S008,14,18,6,8,16,46,0.4159642864702027,5,6,3,7,7,4,6,8
S001;S002;S004;S005;S012 | S003;S006;S007;S011 | S008;S009;S010;S013;S014;S015,15,18,6,8,17,47,0.18224165240365758,7,5,3,7,7,4,6,8
S001;S002;S004;S005;S012 | S003;S006;S007;S011;S015 | S008;S009;S010;S013;S014,16,18,6,8,18,48,0.1306270154538484,7,6,3,7,7,4,6,8
S001;S002;S004;S005;S012 | S003;S007;S008;S009;S010;S011;S013;S014 | S006;S015,14,19,6,8,17,47,0.43102052859569273,5,5,4,7,7,5,6,8
S001;S002;S004;S005;S012 | S003;S007;S008;S009;S010;S011;S013;S014;S015 | S006,13,19,4,6,12,42,0.6927608236792037,5,4,4,7,7,5,4,6
S001;S002;S004;S005;S012 | S003;S007;S008;S011 | S006;S009;S010;S013;S014;S015,16,19,6,9,20,50,0.07575052981398829,7,5,4,7,7,5,6,9
S001;S002;S004;S005;S012 | S003;S007;S008;S011;S015 | S006;S009;S010;S013;S014,15,19,6,9,19,49,0.0893397542796734,7,4,4,7,7,5,6,9
S001;S002;S004;S005;S012 | S003;S007;S009;S010;S011;S013;S014 | S006;S008;S015,14,19,6,9,18,48,0.2366826682361812,5,5,4,7,7,5,6,9
S001;S002;S004;S005;S012 | S003;S007;S009;S010;S011;S013;S014;S015 | S006;S008,15,19,6,8,18,48,0.37132564970079573,5,6,4,7,7,5,6,8
S001;S002;S004;S005;S012 | S003;S007;S011 | S006;S008;S009;S010;S013;S014;S015,16,19,6,8,19,49,0.22352603147894615,7,5,4,7,7,5,6,8
S001;S002;S004;S005;S012 | S003;S007;S011;S015 | S006;S008;S009;S010;S013;S014,17,19,6,8,20,50,0.16898054975339732,7,6,4,7,7,5,6,8
S001;S002;S004;S005;S012;S015 | S003;S006;S007;S008;S011 | S009;S010;S013;S014,14,17,6,9,16,46,0.14127066029100666,7,4,3,7,6,4,6,9
S001;S002;S004;S005;S012;S015 | S003;S006;S007;S009;S010;S011;S013;S014 | S008,13,17,6,8,14,44,0.40498805667769233,5,5,3,7,6,4,6,8
S001;S002;S004;S005;S012;S015 | S003;S006;S007;S011 | S008;S009;S010;S013;S014,15,17,6,8,16,46,0.18593062366439086,7,5,3,7,6,4,6,8
S001;S002;S004;S005;S012;S015 | S003;S007;S008;S009;S010;S011;S013;S014 | S006,13,18,4,6,11,41,0.677058381004702,5,4,4,7,6,5,4,6
S001;S002;S004;S005;S012;S015 | S003;S007;S008;S011 | S006;S009;S010;S013;S014,15,18,6,9,18,48,0.1276414726041571,7,4,4,7,6,5,6,9
S001;S002;S004;S005;S012;S015 | S003;S007;S009;S010;S011;S013;S014 | S006;S008,14,18,6,8,16,46,0.362979304338045,5,5,4,7,6,5,6,8
S001;S002;S004;S005;S012;S015 | S003;S007;S011 | S006;S008;S009;S010;S013;S014,16,18,6,8,18,48,0.22066181085424644,7,5,4,7,6,5,6,8
S001;S002;S004;S005;S015 | S003;S006;S007;S008;S009;S010;S011;S013;S014 | S012,12,17,6,8,13,43,0.5047129559564649,5,4,3,7,6,4,6,8
S001;S002;S004;S005;S015 | S003;S006;S007;S008;S011 | S009;S010;S012;S013;S014,14,17,6,9,16,46,0.07843248695951073,7,4,3,7,6,4,6,9
S001;S002;S004;S005;S015 | S003;S006;S007;S008;S011;S012 | S009;S010;S013;S014,13,16,6,9,14,44,0.14277088428167983,7,3,3,7,5,4,6,9
S001;S002;S004;S005;S015 | S003;S006;S007;S009;S010;S011;S012;S013;S014 | S008,12,17,6,8,13,43,0.4169968585097702,5,4,3,7,6,4,6,8
S001;S002;S004;S005;S015 | S003;S006;S007;S009;S010;S011;S013;S014 | S008;S012,12,16,6,9,13,43,0.2171348678935747,5,4,3,7,5,4,6,9
S001;S002;S004;S005;S015 | S003;S006;S007;S011 | S008;S009;S010;S012;S013;S014,14,16,6,8,14,44,0.18266814110512514,7,4,3,7,5,4,6,8
S001;S002;S004;S005;S015 | S003;S006;S007;S011;S012 | S008;S009;S010;S013;S014,14,17,6,9,16,46,0.0713155104129024,7,4,3,7,6,4,6,9
S001;S002;S004;S005;S015 | S003;S007;S008;S009;S010;S011;S012;S013;S014 | S006,12,17,4,6,9,39,0.6939975368386058,5,3,4,7,5,5,4,6
S001;S002;S004;S005;S015 | S003;S007;S008;S009;S010;S011;S013;S014 | S006;S012,13,18,6,8,15,45,0.46015897554992413,5,4,4,7,6,5,6,8
S001;S002;S004;S005;S015 | S003;S007;S008;S011 | S006;S009;S010;S012;S013;S014,15,18,6,9,18,48,0.07273095886261063,7,4,4,7,6,5,6,9
S001;S002;S004;S005;S015 | S003;S007;S008;S011;S012 | S006;S009;S010;S013;S014,14,17,6,9,16,46,0.10276000104737329,7,3,4,7,5,5,6,9
S001;S002;S004;S005;S015 | S003;S007;S009;S010;S011;S012;S013;S014 | S006;S008,13,18,6,8,15,45,0.37222779624458896,5,4,4,7,6,5,6,8
S001;S002;S004;S005;S015 | S003;S007;S009;S010;S011;S013;S014 | S006;S008;S012,13,17,6,9,15,45,0.17534743091624935,5,4,4,7,5,5,6,9
S001;S002;S004;S005;S015 | S003;S007;S011 | S006;S008;S009;S010;S012;S013;S014,15,17,6,8,16,46,0.2242594011964002,7,4,4,7,5,5,6,8
S001;S002;S004;S005;S015 | S003;S007;S011;S012 | S006;S008;S009;S010;S013;S014,15,18,6,9,18,48,0.10852837885773825,7,4,4,7,6,5,6,9
S001;S002;S006 | S003;S004;S005;S007;S008;S009;S010;S011;S012;S013;S014 | S015,13,19,6,8,16,46,0.5774371547439091,5,4,4,7,6,6,6,8
S001;S002;S006 | S003;S004;S005;S007;S008;S009;S010;S011;S013;S014 | S012;S015,13,20,6,9,18,48,0.4569409962003099,5,4,4,7,7,6,6,9
S001;S002;S006 | S003;S004;S005;S007;S008;S009;S010;S011;S013;S014;S015 | S012,13,20,6,8,17,47,0.604135234298341,5,4,4,7,7,6,6,8
S001;S002;S006 | S003;S004;S005;S007;S008;S011 | S009;S010;S012;S013;S014;S015,15,20,6,9,20,50,0.12276936810364801,7,4,4,7,7,6,6,9
S001;S002;S006 | S003;S004;S005;S007;S008;S011;S012 | S009;S010;S013;S014;S015,15,19,6,9,19,49,0.2078823885876113,7,4,4,7,6,6,6,9
S001;S002;S006 | S003;S004;S005;S007;S008;S011;S012;S015 | S009;S010;S013;S014,14,19,6,9,18,48,0.2557732803937582,7,3,4,7,6,6,6,9
S001;S002;S006 | S003;S004;S005;S007;S008;S011;S015 | S009;S010;S012;S013;S014,15,20,6,9,20,50,0.1591262229617807,7,4,4,7,7,6,6,9
S001;S002;S006 | S003;S004;S005;S007;S009;S010;S011;S012;S013;S014 | S008;S015,13,20,6,9,18,48,0.4067853700348493,5,4,4,7,7,6,6,9
S001;S002;S006 | S003;S004;S005;S007;S009;S010;S011;S012;S013;S014;S015 | S008,14,20,6,8,18,48,0.5330098136052982,5,5,4,7,7,6,6,8
S001;S002;S006 | S003;S004;S005;S007;S009;S010;S011;S013;S014 | S008;S012;S015,13,19,6,9,17,47,0.3056130480702665,5,4,4,7,6,6,6,9
S001;S002;S006 | S003;S004;S005;S007;S009;S010;S011;S013;S014;S015 | S008;S012,14,19,6,9,18,48,0.3564570348919025,5,5,4,7,6,6,6,9
S001;S002;S006 | S003;S004;S005;S007;S011 | S008;S009;S010;S012;S013;S014;S015,15,19,6,9,19,49,0.1700095640725803,7,4,4,7,6,6,6,9
S001;S002;S006 | S003;S004;S005;S007;S011;S012 | S008;S009;S010;S013;S014;S015,15,20,6,9,20,50,0.14903773836055437,7,4,4,7,7,6,6,9
S001;S002;S006 | S003;S004;S005;S007;S011;S012;S015 | S008;S009;S010;S013;S014,16,20,6,9,21,51,0.1586330663947008,7,5,4,7,7,6,6,9
S001;S002;S006 | S003;S004;S005;S007;S011;S015 | S008;S009;S010;S012;S013;S014,16,19,6,9,20,50,0.13841939000890485,7,5,4,7,6,6,6,9
S001;S002;S006 | S003;S007;S008;S009;S010;S011;S012;S013;S014 | S004;S005;S015,13,19,6,9,17,47,0.3917784563167823,5,4,4,7,6,6,6,9
S001;S002;S006 | S003;S007;S008;S009;S010;S011;S012;S013;S014;S015 | S004;S005,12,19,6,9,16,46,0.44809567661456917,5,3,4,7,6,6,6,9
S001;S002;S006 | S003;S007;S008;S009;S010;S011;S013;S014 | S004;S005;S012;S015,13,20,6,9,18,48,0.29237895557304605,5,4,4,7,7,6,6,9
S001;S002;S006 | S003;S007;S008;S009;S010;S011;S013;S014;S015 | S004;S005;S012,13,20,6,9,18,48,0.3426478429845547,5,4,4,7,7,6,6,9
S001;S002;S006 | S003;S007;S008;S011 | S004;S005;S009;S010;S012;S013;S014;S015,15,20,6,9,20,50,0.1808346612596295,7,4,4,7,7,6,6,9
S001;S002;S006 | S003;S007;S008;S011;S012 | S004;S005;S009;S010;S013;S014;S015,15,19,6,9,19,49,0.1500820234489066,7,4,4,7,6,6,6,9
S001;S002;S006 | S003;S007;S008;S011;S012;S015 | S004;S005;S009;S010;S013;S014,14,19,6,9,18,48,0.1540669469014348,7,3,4,7,6,6,6,9
S001;S002;S006 | S003;S007;S008;S011;S015 | S004;S005;S009;S010;S012;S013;S014,15,20,6,9,20,50,0.14520275947486222,7,4,4,7,7,6,6,9
S001;S002;S006 | S003;S007;S009;S010;S011;S012;S013;S014 | S004;S005;S008;S015,13,20,6,9,18,48,0.23951466132963087,5,4,4,7,7,6,6,9
S001;S002;S006 | S003;S007;S009;S010;S011;S012;S013;S014;S015 | S004;S005;S008,14,20,6,9,19,49,0.2949254533643224,5,5,4,7,7,6,6,9
S001;S002;S006 | S003;S007;S009;S010;S011;S013;S014 | S004;S005;S008;S012;S015,13,19,6,9,17,47,0.16397877670582645,5,4,4,7,6,6,6,9
S001;S002;S006 | S003;S007;S009;S010;S011;S013;S014;S015 | S004;S005;S008;S012,14,19,6,9,18,48,0.2040072958314311,5,5,4,7,6,6,6,9
S001;S002;S006 | S003;S007;S011 | S004;S005;S008;S009;S010;S012;S013;S014;S015,15,19,6,8,18,48,0.32025359805534764,7,4,4,7,6,6,6,8
S001;S002;S006 | S003;S007;S011;S012 | S004;S005;S008;S009;S010;S013;S014;S015,15,20,6,9,20,50,0.22448840260723288,7,4,4,7,7,6,6,9
S001;S002;S006 | S003;S007;S011;S012;S015 | S004;S005;S008;S009;S010;S013;S014,16,20,6,9,21,51,0.1805558425107421,7,5,4,7,7,6,6,9
S001;S002;S006 | S003;S007;S011;S015 | S004;S005;S008;S009;S010;S012;S013;S014,16,19,6,8,19,49,0.26389579465933155,7,5,4,7,6,6,6,8
S001;S002;S006;S008 | S003;S004;S005;S007;S009;S010;S011;S012;S013;S014 | S015,13,18,6,8,15,45,0.48821588963287904,5,4,4,7,5,6,6,8
S001;S002;S006;S008 | S003;S004;S005;S007;S009;S010;S011;S013;S014 | S012;S015,13,18,6,9,16,46,0.3636050398150407,5,4,4,7,5,6,6,9
S001;S002;S006;S008 | S003;S004;S005;S007;S009;S010;S011;S013;S014;S015 | S012,14,18,6,8,16,46,0.5162768137214948,5,5,4,7,5,6,6,8
S001;S002;S006;S008 | S003;S004;S005;S007;S011 | S009;S010;S012;S013;S014;S015,15,18,6,9,18,48,0.04677173056705992,7,4,4,7,5,6,6,9
S001;S002;S006;S008 | S003;S004;S005;S007;S011;S012 | S009;S010;S013;S014;S015,15,18,6,9,18,48,0.09543329617851853,7,4,4,7,5,6,6,9
S001;S002;S006;S008 | S003;S004;S005;S007;S011;S012;S015 | S009;S010;S013;S014,15,18,6,9,18,48,0.15179486556410612,7,4,4,7,5,6,6,9
S001;S002;S006;S008 | S003;S004;S005;S007;S011;S015 | S009;S010;S012;S013;S014,16,18,6,9,19,49,0.06535078557473983,7,5,4,7,5,6,6,9
S001;S002;S006;S008 | S003;S007;S009;S010;S011;S012;S013;S014 | S004;S005;S015,13,18,6,9,16,46,0.2740699225986585,5,4,4,7,5,6,6,9
S001;S002;S006;S008 | S003;S007;S009;S010;S011;S012;S013;S014;S015 | S004;S005,13,18,6,9,16,46,0.3325466047026082,5,4,4,7,5,6,6,9
S001;S002;S006;S008 | S003;S007;S009;S010;S011;S013;S014 | S004;S005;S012;S015,13,18,6,9,16,46,0.15623458570416002,5,4,4,7,5,6,6,9
S001;S002;S006;S008 | S003;S007;S009;S010;S011;S013;S014;S015 | S004;S005;S012,14,18,6,9,17,47,0.21295391876216221,5,5,4,7,5,6,6,9
S001;S002;S006;S008 | S003;S007;S011 | S004;S005;S009;S010;S012;S013;S014;S015,15,18,6,8,17,47,0.2322094163975783,7,4,4,7,5,6,6,8
S001;S002;S006;S008 | S003;S007;S011;S012 | S004;S005;S009;S010;S013;S014;S015,15,18,6,9,18,48,0.1155959736968116,7,4,4,7,5,6,6,9
S001;S002;S006;S008 | S003;S007;S011;S012;S015 | S004;S005;S009;S010;S013;S014,15,18,6,9,18,48,0.05993725557575696,7,4,4,7,5,6,6,9
S001;S002;S006;S008 | S003;S007;S011;S015 | S004;S005;S009;S010;S012;S013;S014,16,18,6,8,18,48,0.17457784787659686,7,5,4,7,5,6,6,8
S001;S002;S006;S008;S009;S010;S012;S013;S014 | S003;S004;S005;S007;S011 | S015,14,18,6,8,16,46,0.5041025873883701,6,4,4,7,5,6,6,8
S001;S002;S006;S008;S009;S010;S012;S013;S014 | S003;S007;S011 | S004;S005;S015,14,18,6,8,16,46,0.4403490907772078,6,4,4,7,5,6,6,8
S001;S002;S006;S008;S009;S010;S012;S013;S014 | S003;S007;S011;S015 | S004;S005,14,18,6,8,16,46,0.4476638060167396,6,4,4,7,5,6,6,8
S001;S002;S006;S008;S009;S010;S012;S013;S014;S015 | S003;S007;S011 | S004;S005,13,17,6,8,14,44,0.49584616464897,6,3,4,7,4,6,6,8
S001;S002;S006;S008;S009;S010;S013;S014 | S003;S004;S005;S007;S011 | S012;S015,14,18,6,9,17,47,0.3772353711428601,6,4,4,7,5,6,6,9
S001;S002;S006;S008;S009;S010;S013;S014 | S003;S004;S005;S007;S011;S012 | S015,14,18,6,8,16,46,0.46478062763205175,6,4,4,7,5,6,6,8
S001;S002;S006;S008;S009;S010;S013;S014 | S003;S004;S005;S007;S011;S015 | S012,15,18,6,8,17,47,0.5046421861563941,6,5,4,7,5,6,6,8
S001;S002;S006;S008;S009;S010;S013;S014 | S003;S007;S011 | S004;S005;S012;S015,14,18,6,8,16,46,0.3465586306946139,6,4,4,7,5,6,6,8
S001;S002;S006;S008;S009;S010;S013;S014 | S003;S007;S011;S012 | S004;S005;S015,14,18,6,9,17,47,0.3559745193424483,6,4,4,7,5,6,6,9
S001;S002;S006;S008;S009;S010;S013;S014 | S003;S007;S011;S012;S015 | S004;S005,14,18,6,9,17,47,0.37673228966335437,6,4,4,7,5,6,6,9
S001;S002;S006;S008;S009;S010;S013;S014 | S003;S007;S011;S015 | S004;S005;S012,15,18,6,8,17,47,0.3419395539953482,6,5,4,7,5,6,6,8
S001;S002;S006;S008;S009;S010;S013;S014;S015 | S003;S004;S005;S007;S011 | S012,14,18,6,8,16,46,0.5323137388804516,6,4,4,7,5,6,6,8
S001;S002;S006;S008;S009;S010;S013;S014;S015 | S003;S007;S011 | S004;S005;S012,14,18,6,8,16,46,0.39406738229956423,6,4,4,7,5,6,6,8
S001;S002;S006;S008;S009;S010;S013;S014;S015 | S003;S007;S011;S012 | S004;S005,13,18,6,9,16,46,0.41364098986045794,6,3,4,7,5,6,6,9
S001;S002;S006;S008;S012 | S003;S004;S005;S007;S009;S010;S011;S013;S014 | S015,13,18,6,8,15,45,0.4654291712528841,5,4,4,7,5,6,6,8
S001;S002;S006;S008;S012 | S003;S004;S005;S007;S011 | S009;S010;S013;S014;S015,15,18,6,9,18,48,0.10169798984714218,7,4,4,7,5,6,6,9
S001;S002;S006;S008;S012 | S003;S004;S005;S007;S011;S015 | S009;S010;S013;S014,15,18,6,9,18,48,0.12709588307768552,7,4,4,7,5,6,6,9
S001;S002;S006;S008;S012 | S003;S007;S009;S010;S011;S013;S014 | S004;S005;S015,13,18,6,9,16,46,0.25881581077524307,5,4,4,7,5,6,6,9
S001;S002;S006;S008;S012 | S003;S007;S009;S010;S011;S013;S014;S015 | S004;S005,13,18,6,9,16,46,0.31421456645403184,5,4,4,7,5,6,6,9
S001;S002;S006;S008;S012 | S003;S007;S011 | S004;S005;S009;S010;S013;S014;S015,15,18,6,8,17,47,0.22016892730702703,7,4,4,7,5,6,6,8
S001;S002;S006;S008;S012 | S003;S007;S011;S015 | S004;S005;S009;S010;S013;S014,15,18,6,8,17,47,0.169582783378492,7,4,4,7,5,6,6,8
S001;S002;S006;S008;S012;S015 | S003;S004;S005;S007;S011 | S009;S010;S013;S014,14,17,6,9,16,46,0.1588097517336662,7,3,4,7,4,6,6,9
S001;S002;S006;S008;S012;S015 | S003;S007;S009;S010;S011;S013;S014 | S004;S005,12,17,6,9,14,44,0.3079461377711311,5,3,4,7,4,6,6,9
S001;S002;S006;S008;S012;S015 | S003;S007;S011 | S004;S005;S009;S010;S013;S014,14,17,6,8,15,45,0.22491988221041595,7,3,4,7,4,6,6,8
S001;S002;S006;S008;S015 | S003;S004;S005;S007;S009;S010;S011;S013;S014 | S012,13,18,6,8,15,45,0.49538946346157753,5,4,4,7,5,6,6,8
S001;S002;S006;S008;S015 | S003;S004;S005;S007;S011 | S009;S010;S012;S013;S014,15,18,6,9,18,48,0.09803135704609177,7,4,4,7,5,6,6,9
S001;S002;S006;S008;S015 | S003;S004;S005;S007;S011;S012 | S009;S010;S013;S014,14,18,6,9,17,47,0.13950487482672574,7,3,4,7,5,6,6,9
S001;S002;S006;S008;S015 | S003;S007;S009;S010;S011;S012;S013;S014 | S004;S005,12,18,6,9,15,45,0.3150107464401737,5,3,4,7,5,6,6,9
S001;S002;S006;S008;S015 | S003;S007;S009;S010;S011;S013;S014 | S004;S005;S012,13,18,6,9,16,46,0.19561779348519276,5,4,4,7,5,6,6,9
S001;S002;S006;S008;S015 | S003;S007;S011 | S004;S005;S009;S010;S012;S013;S014,15,18,6,8,17,47,0.22040940543231305,7,4,4,7,5,6,6,8
S001;S002;S006;S008;S015 | S003;S007;S011;S012 | S004;S005;S009;S010;S013;S014,14,18,6,9,17,47,0.10892412200836535,7,3,4,7,5,6,6,9
S001;S002;S006;S009;S010;S012;S013;S014 | S003;S004;S005;S007;S008;S011 | S015,15,20,6,8,19,49,0.43407804737605404,6,5,4,7,7,6,6,8
S001;S002;S006;S009;S010;S012;S013;S014 | S003;S004;S005;S007;S011 | S008;S015,15,20,6,9,20,50,0.2963299562729094,6,5,4,7,7,6,6,9
S001;S002;S006;S009;S010;S012;S013;S014 | S003;S004;S005;S007;S011;S015 | S008,16,20,6,8,20,50,0.41108783503951535,6,6,4,7,7,6,6,8
S001;S002;S006;S009;S010;S012;S013;S014 | S003;S007;S008;S011 | S004;S005;S015,15,20,6,9,20,50,0.28877515328467807,6,5,4,7,7,6,6,9
S001;S002;S006;S009;S010;S012;S013;S014 | S003;S007;S008;S011;S015 | S004;S005,14,20,6,9,19,49,0.3204042540378541,6,4,4,7,7,6,6,9
S001;S002;S006;S009;S010;S012;S013;S014 | S003;S007;S011 | S004;S005;S008;S015,15,20,6,8,19,49,0.2938590950287831,6,5,4,7,7,6,6,8
S001;S002;S006;S009;S010;S012;S013;S014 | S003;S007;S011;S015 | S004;S005;S008,16,20,6,8,20,50,0.29079692409061453,6,6,4,7,7,6,6,8
S001;S002;S006;S009;S010;S012;S013;S014;S015 | S003;S004;S005;S007;S011 | S008,15,19,6,8,18,48,0.4356408101435078,6,5,4,7,6,6,6,8
S001;S002;S006;S009;S010;S012;S013;S014;S015 | S003;S007;S008;S011 | S004;S005,14,19,6,9,18,48,0.35010705651483814,6,4,4,7,6,6,6,9
