route,time_s,lon,lat,alt_m,fixedMargin_dB,segment
17,4535.67576444109,109.1688578,23.0402714,363.311570909287,-5.28058554906438,133
17,4545.6003928048,109.1688578,23.0402714,388.123141818577,-5.28151612940553,133
17,4555.52502116852,109.1688578,23.0402714,412.934712727864,-5.28254773721203,133
17,4565.44964953223,109.1688578,23.0402714,437.746283637153,-5.28368030045903,133
17,4575.37427789595,109.1688578,23.0402714,462.55785454644,-5.28491374011918,133
17,4585.29890625966,109.1688578,23.0402714,487.36942545573,-5.28624797018091,133
17,4595.22353462338,109.1688578,23.0402714,512.180996365017,-5.28768289766839,133
17,4605.1481629871,109.1688578,23.0402714,536.992567274307,-5.28921842266308,133
17,4615.07279135081,109.1688578,23.0402714,561.804138183594,-5.29085443832689,133
17,4615.07279135081,109.1688578,23.0402714,561.804138183594,-5.29085443832689,134
17,4624.95466789034,109.170122981633,23.0396231979592,561.804138183594,-5.11236572781868,134
17,4634.83654442987,109.171388163265,23.0389749959184,561.804138183594,-4.93014440017357,134
17,4644.71842096941,109.172653344898,23.0383267938776,561.804138183594,-4.74403159522744,134
17,4654.60029750894,109.173918526531,23.0376785918367,561.804138183594,-4.55385813043837,134
17,4664.48217404847,109.175183708163,23.0370303897959,561.804138183594,-4.35944359055875,134
17,4674.364050588,109.176448889796,23.0363821877551,561.804138183594,-4.16059531513976,134
17,4684.24592712754,109.177714071429,23.0357339857143,561.804138183594,-3.95710726988695,134
17,4694.12780366707,109.178979253061,23.0350857836735,561.804138183594,-3.74875878555106,134
17,4704.0096802066,109.180244434694,23.0344375816327,561.804138183594,-3.53531314539532,134
17,4713.89155674613,109.181509616327,23.0337893795918,561.804138183594,-3.31651599898888,134
17,4723.77343328567,109.182774797959,23.033141177551,561.804138183594,-3.0920935762099,134
17,4733.6553098252,109.184039979592,23.0324929755102,561.804138183594,-2.86175067072175,134
17,4743.53718636473,109.185305161224,23.0318447734694,561.804138183594,-2.62516835644979,134
17,4753.41906290426,109.186570342857,23.0311965714286,561.804138183594,-2.38200139391023,134
17,4763.3009394438,109.18783552449,23.0305483693878,561.804138183594,-2.13187527472779,134
17,4773.18281598333,109.189100706122,23.0299001673469,561.804138183594,-1.87438284266781,134
17,4783.06469252286,109.190365887755,23.0292519653061,561.804138183594,-1.6090804168045,134
17,4792.94656906239,109.191631069388,23.0286037632653,561.804138183594,-1.33548332713727,134
17,4802.82844560193,109.19289625102,23.0279555612245,561.804138183594,-1.05306075350026,134
17,4812.71032214146,109.194161432653,23.0273073591837,561.804138183594,-0.761229734776137,134
17,4822.59219868099,109.195426614286,23.0266591571429,561.804138183594,-0.459348185018172,134
17,4832.47407522052,109.196691795918,23.026010955102,561.804138183594,-0.146706715083937,134
18,2511.75049512323,109.264463768293,23.0272333,399.181823730469,-0.158645249172551,137
18,2521.60667881679,109.265452358537,23.027784,399.181823730469,-0.409461923510293,137
18,2531.46286251034,109.26644094878,23.0283347,399.181823730469,-0.653263303007179,137
18,2541.3190462039,109.267429539024,23.0288854,399.181823730469,-0.890429836172046,137
18,2551.17522989745,109.268418129268,23.0294361,399.181823730469,-1.12131193829687,137
18,2561.03141359101,109.269406719512,23.0299868,399.181823730469,-1.34623306184172,137
18,2570.88759728456,109.270395309756,23.0305375,399.181823730469,-1.56549238537247,137
18,2580.74378097812,109.2713839,23.0310882,399.181823730469,-1.77936717644823,137
18,2580.74378097812,109.2713839,23.0310882,399.181823730469,-1.77936717644823,138
18,2590.24014572421,109.2713839,23.0310882,375.440911865235,-1.7772710876019,138
18,2599.73651047031,109.2713839,23.0310882,351.7,-1.77538181447841,138
18,2599.73651047031,109.2713839,23.0310882,351.7,-1.77538181447841,139
18,2609.73651047031,109.2713839,23.0310882,351.7,-1.77538181447841,139
18,2619.73651047031,109.2713839,23.0310882,351.7,-1.77538181447841,139
18,2629.73651047031,109.2713839,23.0310882,351.7,-1.77538181447841,139
18,2639.73651047031,109.2713839,23.0310882,351.7,-1.77538181447841,139
18,2649.73651047031,109.2713839,23.0310882,351.7,-1.77538181447841,139
18,2659.73651047031,109.2713839,23.0310882,351.7,-1.77538181447841,139
18,2669.73651047031,109.2713839,23.0310882,351.7,-1.77538181447841,139
18,2679.73651047031,109.2713839,23.0310882,351.7,-1.77538181447841,139
18,2689.73651047031,109.2713839,23.0310882,351.7,-1.77538181447841,139
18,2699.73651047031,109.2713839,23.0310882,351.7,-1.77538181447841,139
18,2709.73651047031,109.2713839,23.0310882,351.7,-1.77538181447841,139
18,2719.73651047031,109.2713839,23.0310882,351.7,-1.77538181447841,139
18,2729.73651047031,109.2713839,23.0310882,351.7,-1.77538181447841,139
18,2739.73651047031,109.2713839,23.0310882,351.7,-1.77538181447841,139
18,2749.73651047031,109.2713839,23.0310882,351.7,-1.77538181447841,139
18,2759.73651047031,109.2713839,23.0310882,351.7,-1.77538181447841,139
18,2769.73651047031,109.2713839,23.0310882,351.7,-1.77538181447841,139
18,2779.73651047031,109.2713839,23.0310882,351.7,-1.77538181447841,139
18,2779.73651047031,109.2713839,23.0310882,351.7,-1.77538181447841,140
18,2788.38223975323,109.2713839,23.0310882,377.637187848772,-1.7774563202214,140
18,2797.02796903615,109.2713839,23.0310882,403.574375697545,-1.77977764456911,140
18,2805.67369831908,109.2713839,23.0310882,429.511563546317,-1.78234539141017,140
18,2814.319427602,109.2713839,23.0310882,455.448751395089,-1.785159123159,140
18,2822.96515688493,109.2713839,23.0310882,481.385939243862,-1.78821836100326,140
18,2831.61088616785,109.2713839,23.0310882,507.323127092634,-1.79152258517415,140
18,2840.25661545077,109.2713839,23.0310882,533.260314941406,-1.79507123523896,140
18,2840.25661545077,109.2713839,23.0310882,533.260314941406,-1.79507123523896,141
18,2849.90908612016,109.271836222222,23.030129737037,533.260314941406,-1.7707802674457,141
18,2859.56155678954,109.272288544444,23.0291712740741,533.260314941406,-1.75133098195043,141
18,2869.21402745893,109.272740866667,23.0282128111111,533.260314941406,-1.73678923678567,141
18,2878.86649812832,109.273193188889,23.0272543481481,533.260314941406,-1.72720472785859,141
18,2888.5189687977,109.273645511111,23.0262958851852,533.260314941406,-1.72261042796246,141
18,2898.17143946709,109.274097833333,23.0253374222222,533.260314941406,-1.72302221078013,141
18,2907.82391013647,109.274550155556,23.0243789592593,533.260314941406,-1.72843866877523,141
18,2917.47638080586,109.275002477778,23.0234204962963,533.260314941406,-1.73884112936561,141
18,2927.12885147524,109.2754548,23.0224620333333,533.260314941406,-1.75419386899904,141
18,2936.78132214463,109.275907122222,23.0215035703704,533.260314941406,-1.77444451995707,141
18,2946.43379281401,109.276359444444,23.0205451074074,533.260314941406,-1.79952466028679,141
18,2956.0862634834,109.276811766667,23.0195866444444,533.260314941406,-1.82935057299716,141
18,2965.73873415278,109.277264088889,23.0186281814815,533.260314941406,-1.86382415714262,141
18,2975.39120482217,109.277716411111,23.0176697185185,533.260314941406,-1.90283397048806,141
18,2985.04367549155,109.278168733333,23.0167112555556,533.260314941406,-1.94625638122119,141
18,2994.69614616094,109.278621055556,23.0157527925926,533.260314941406,-1.99395680490656,141
18,3004.34861683032,109.279073377778,23.0147943296296,533.260314941406,-2.04579100220482,141
18,3014.00108749971,109.2795257,23.0138358666667,533.260314941406,-2.10160641319746,141
18,3023.6535581691,109.279978022222,23.0128774037037,533.260314941406,-2.16124350494803,141
18,3033.30602883848,109.280430344444,23.0119189407407,533.260314941406,-2.22453711049076,141
18,3042.95849950787,109.280882666667,23.0109604777778,533.260314941406,-2.29131773943392,141
18,3052.61097017725,109.281334988889,23.0100020148148,533.260314941406,-2.36141284264562,141
18,3062.26344084664,109.281787311111,23.0090435518519,533.260314941406,-2.43464801617357,141
18,3071.91591151602,109.282239633333,23.0080850888889,533.260314941406,-2.51084813217528,141
18,3081.56838218541,109.282691955556,23.0071266259259,533.260314941406,-2.58983838742249,141
18,3091.22085285479,109.283144277778,23.006168162963,533.260314941406,-2.671445262578,141
18,3100.87332352418,109.2835966,23.0052097,533.260314941406,-2.755497387883,141
18,3100.87332352418,109.2835966,23.0052097,533.260314941406,-2.755497387883,142
18,3109.98633927125,109.2835966,23.0052097,510.477775573731,-2.75298849294377,142
18,3119.09935501832,109.2835966,23.0052097,487.695236206054,-2.75063104008363,142
18,3128.21237076539,109.2835966,23.0052097,464.912696838379,-2.74842527681339,142
18,3137.32538651246,109.2835966,23.0052097,442.130157470703,-2.74637143500206,142
18,3146.43840225953,109.2835966,23.0052097,419.347618103028,-2.74446973079608,142
18,3155.5514180066,109.2835966,23.0052097,396.565078735352,-2.74272036454383,142
18,3164.66443375367,109.2835966,23.0052097,373.782539367675,-2.74112352072548,142
18,3173.77744950074,109.2835966,23.0052097,351,-2.73967936788839,142
18,3173.77744950074,109.2835966,23.0052097,351,-2.73967936788839,143
18,3183.77744950074,109.2835966,23.0052097,351,-2.73967936788839,143
18,3193.77744950074,109.2835966,23.0052097,351,-2.73967936788839,143
18,3203.77744950074,109.2835966,23.0052097,351,-2.73967936788839,143
18,3213.77744950074,109.2835966,23.0052097,351,-2.73967936788839,143
18,3223.77744950074,109.2835966,23.0052097,351,-2.73967936788839,143
18,3233.77744950074,109.2835966,23.0052097,351,-2.73967936788839,143
18,3243.77744950074,109.2835966,23.0052097,351,-2.73967936788839,143
18,3253.77744950074,109.2835966,23.0052097,351,-2.73967936788839,143
18,3263.77744950074,109.2835966,23.0052097,351,-2.73967936788839,143
18,3273.77744950074,109.2835966,23.0052097,351,-2.73967936788839,143
18,3283.77744950074,109.2835966,23.0052097,351,-2.73967936788839,143
18,3293.77744950074,109.2835966,23.0052097,351,-2.73967936788839,143
18,3303.77744950074,109.2835966,23.0052097,351,-2.73967936788839,143
18,3313.77744950074,109.2835966,23.0052097,351,-2.73967936788839,143
18,3323.77744950074,109.2835966,23.0052097,351,-2.73967936788839,143
18,3333.77744950074,109.2835966,23.0052097,351,-2.73967936788839,143
18,3343.77744950074,109.2835966,23.0052097,351,-2.73967936788839,143
18,3353.77744950074,109.2835966,23.0052097,351,-2.73967936788839,143
18,3353.77744950074,109.2835966,23.0052097,351,-2.73967936788839,144
18,3362.70142682279,109.2835966,23.0052097,377.771931966146,-2.74139211684044,144
18,3371.62540414484,109.2835966,23.0052097,404.543863932292,-2.74331567347653,144
18,3380.54938146689,109.2835966,23.0052097,431.315795898438,-2.74544975750251,144
18,3389.47335878894,109.2835966,23.0052097,458.087727864583,-2.74779405828585,144
18,3398.39733611098,109.2835966,23.0052097,484.859659830729,-2.75034823500575,144
18,3407.32131343303,109.2835966,23.0052097,511.631591796875,-2.7531119168177,144
18,3416.24529075508,109.2835966,23.0052097,538.403523763021,-2.75608470303204,144
18,3425.16926807713,109.2835966,23.0052097,565.175455729166,-2.75926616330653,144
18,3434.09324539918,109.2835966,23.0052097,591.947387695312,-2.76265583785261,144
18,3434.09324539918,109.2835966,23.0052097,591.947387695312,-2.76265583785261,145
18,3443.91136470753,109.282449971739,23.0052814347826,591.947387695312,-2.57304960614562,145
18,3453.72948401589,109.281303343478,23.0053531695652,591.947387695312,-2.37924236136558,145
18,3463.54760332425,109.280156715217,23.0054249043478,591.947387695312,-2.18104517645983,145
18,3473.3657226326,109.279010086957,23.0054966391304,591.947387695312,-1.97825619480821,145
18,3483.18384194096,109.277863458696,23.005568373913,591.947387695312,-1.77065943397332,145
18,3493.00196124931,109.276716830435,23.0056401086957,591.947387695312,-1.55802344929093,145
18,3502.82008055767,109.275570202174,23.0057118434783,591.947387695312,-1.34009983737495,145
18,3512.63819986603,109.274423573913,23.0057835782609,591.947387695312,-1.11662155625812,145
18,3522.45631917438,109.273276945652,23.0058553130435,591.947387695312,-0.887301034933955,145
18,3532.27443848274,109.272130317391,23.0059270478261,591.947387695312,-0.651828040237064,145
18,3542.09255779109,109.27098368913,23.0059987826087,591.947387695312,-0.409867263352169,145
18,3551.91067709945,109.26983706087,23.0060705173913,591.947387695312,-0.161055581302307,145
19,3104.64554958888,109.264463768293,23.0272333,399.181823730469,-0.158645249172551,148
19,3114.50173328243,109.265452358537,23.027784,399.181823730469,-0.409461923510293,148
19,3124.35791697599,109.26644094878,23.0283347,399.181823730469,-0.653263303007179,148
19,3134.21410066954,109.267429539024,23.0288854,399.181823730469,-0.890429836172046,148
19,3144.0702843631,109.268418129268,23.0294361,399.181823730469,-1.12131193829687,148
19,3153.92646805665,109.269406719512,23.0299868,399.181823730469,-1.34623306184172,148
19,3163.78265175021,109.270395309756,23.0305375,399.181823730469,-1.56549238537247,148
19,3173.63883544376,109.2713839,23.0310882,399.181823730469,-1.77936717644823,148
19,3173.63883544376,109.2713839,23.0310882,399.181823730469,-1.77936717644823,149
19,3183.13520018985,109.2713839,23.0310882,375.440911865235,-1.7772710876019,149
19,3192.63156493595,109.2713839,23.0310882,351.7,-1.77538181447841,149
19,3192.63156493595,109.2713839,23.0310882,351.7,-1.77538181447841,150
19,3202.63156493595,109.2713839,23.0310882,351.7,-1.77538181447841,150
19,3212.63156493595,109.2713839,23.0310882,351.7,-1.77538181447841,150
19,3222.63156493595,109.2713839,23.0310882,351.7,-1.77538181447841,150
19,3232.63156493595,109.2713839,23.0310882,351.7,-1.77538181447841,150
19,3242.63156493595,109.2713839,23.0310882,351.7,-1.77538181447841,150
19,3252.63156493595,109.2713839,23.0310882,351.7,-1.77538181447841,150
19,3262.63156493595,109.2713839,23.0310882,351.7,-1.77538181447841,150
19,3272.63156493595,109.2713839,23.0310882,351.7,-1.77538181447841,150
19,3282.63156493595,109.2713839,23.0310882,351.7,-1.77538181447841,150
19,3292.63156493595,109.2713839,23.0310882,351.7,-1.77538181447841,150
19,3302.63156493595,109.2713839,23.0310882,351.7,-1.77538181447841,150
19,3312.63156493595,109.2713839,23.0310882,351.7,-1.77538181447841,150
19,3322.63156493595,109.2713839,23.0310882,351.7,-1.77538181447841,150
19,3332.63156493595,109.2713839,23.0310882,351.7,-1.77538181447841,150
19,3342.63156493595,109.2713839,23.0310882,351.7,-1.77538181447841,150
19,3352.63156493595,109.2713839,23.0310882,351.7,-1.77538181447841,150
19,3362.63156493595,109.2713839,23.0310882,351.7,-1.77538181447841,150
19,3372.63156493595,109.2713839,23.0310882,351.7,-1.77538181447841,150
19,3382.63156493595,109.2713839,23.0310882,351.7,-1.77538181447841,150
19,3392.63156493595,109.2713839,23.0310882,351.7,-1.77538181447841,150
19,3402.63156493595,109.2713839,23.0310882,351.7,-1.77538181447841,150
19,3402.63156493595,109.2713839,23.0310882,351.7,-1.77538181447841,151
19,3409.49789184025,109.2713839,23.0310882,372.298980712891,-1.77700917624151,151
19,3409.49789184025,109.2713839,23.0310882,372.298980712891,-1.77700917624151,152
19,3419.40882135263,109.270745325926,23.0319848925926,372.298980712891,-1.77086845393707,152
19,3429.31975086502,109.270106751852,23.0328815851852,372.298980712891,-1.76994598244093,152
19,3439.2306803774,109.269468177778,23.0337782777778,372.298980712891,-1.77424505596805,152
19,3449.14160988979,109.268829603704,23.0346749703704,372.298980712891,-1.78375016619484,152
19,3459.05253940217,109.26819102963,23.035571662963,372.298980712891,-1.79842718783644,152
19,3468.96346891456,109.267552455556,23.0364683555556,372.298980712891,-1.81822378463012,152
19,3478.87439842694,109.266913881481,23.0373650481481,372.298980712891,-1.84307002562227,152
19,3488.78532793933,109.266275307407,23.0382617407407,372.298980712891,-1.87287919672443,152
19,3498.69625745171,109.265636733333,23.0391584333333,372.298980712891,-1.90754878798963,152
19,3508.6071869641,109.264998159259,23.0400551259259,372.298980712891,-1.94696163362582,152
19,3518.51811647648,109.264359585185,23.0409518185185,372.298980712891,-1.99098717889787,152
19,3528.42904598887,109.263721011111,23.0418485111111,372.298980712891,-2.03948284649624,152
19,3538.33997550125,109.263082437037,23.0427452037037,372.298980712891,-2.09229547404883,152
19,3548.25090501364,109.262443862963,23.0436418962963,372.298980712891,-2.14926279475111,152
19,3558.16183452602,109.261805288889,23.0445385888889,372.298980712891,-2.21021493395615,152
19,3568.07276403841,109.261166714815,23.0454352814815,372.298980712891,-2.27497589648746,152
19,3577.98369355079,109.260528140741,23.0463319740741,372.298980712891,-2.34336502161801,152
19,3587.89462306318,109.259889566667,23.0472286666667,372.298980712891,-2.41519838552691,152
19,3597.80555257556,109.259250992593,23.0481253592593,372.298980712891,-2.49029013411086,152
19,3607.71648208795,109.258612418519,23.0490220518519,372.298980712891,-2.56845373218916,152
19,3617.62741160033,109.257973844444,23.0499187444444,372.298980712891,-2.64950311842316,152
19,3627.53834111272,109.25733527037,23.050815437037,372.298980712891,-2.73325375834371,152
19,3637.4492706251,109.256696696296,23.0517121296296,372.298980712891,-2.81952359080861,152
19,3647.36020013749,109.256058122222,23.0526088222222,372.298980712891,-2.90813386587439,152
19,3657.27112964987,109.255419548148,23.0535055148148,372.298980712891,-2.99890987439474,152
19,3667.18205916226,109.254780974074,23.0544022074074,372.298980712891,-3.09168157166859,152
19,3677.09298867464,109.2541424,23.0552989,372.298980712891,-3.18628409907959,152
19,3677.09298867464,109.2541424,23.0552989,372.298980712891,-3.18628409907959,153
19,3686.57958738883,109.2541424,23.0552989,348.582483927409,-3.18493954958134,153
19,3696.06618610303,109.2541424,23.0552989,324.865987141927,-3.18374454212908,153
19,3705.55278481722,109.2541424,23.0552989,301.149490356445,-3.18269920030637,153
19,3715.03938353141,109.2541424,23.0552989,277.432993570964,-3.18180363228402,153
19,3724.5259822456,109.2541424,23.0552989,253.716496785482,-3.1810579307827,153
19,3734.0125809598,109.2541424,23.0552989,230,-3.18046217304108,153
19,3734.0125809598,109.2541424,23.0552989,230,-3.18046217304108,154
19,3744.0125809598,109.2541424,23.0552989,230,-3.18046217304108,154
19,3754.0125809598,109.2541424,23.0552989,230,-3.18046217304108,154
19,3764.0125809598,109.2541424,23.0552989,230,-3.18046217304108,154
19,3774.0125809598,109.2541424,23.0552989,230,-3.18046217304108,154
