id,uav,component,name,lon,lat,alt_m,agl_m,start_s,serviceStart_s,serviceEnd_s,return_s,ready_s,componentReady_s,energy_kWh,returnSOC
Q3-R01,R01,R-B01,Q2_overlay_site4,109.2825,23.01,602.886512207031,210.888007568359,36.8737891100433,718.826061535051,1773.20666333897,2284.75781178123,2584.75781178123,3028.1876287358,0.599211857118945,0.81274629465033
Q3-R02,R02,R-B02,Q2_overlay_site3,109.2375,23.0625,406.797645019531,83.315955566406,994.581657071136,1675.54702248065,3161.50263026138,3655.72613275585,3955.72613275585,4458.11344537189,0.74433800028563,0.767394374910741
Q3-R03,R01,R-B03,Q2_overlay_site2,109.20375,23.025,439.216705322266,25.0000000000004,2584.75781178123,3108.86527227216,5544.66019542507,5884.72738135952,6184.72738135952,6761.39603194753,0.927184370678175,0.71025488416307
Q3-R04,R02,R-B04,Q2_overlay_site1,109.2227,23.0645,352.624938964844,50.0000000000002,4168.85351386678,4852.19663204812,5425.78900509904,5917.87586819412,6217.87586819412,6609.1855079729,0.470916036378541,0.852838738631706
