service_area,sortie_id,uav_type,box_ids,total_mass_kg,total_volume_m3,payload_utilization,volume_utilization,energy_kWh,operation_time_s,flight_time_s,remaining_energy_kWh,return_SOC,number_of_boxes,horizontal_energy_kWh,climb_energy_kWh,area_index,type_index,max_safe_payload_kg,safe_payload_utilization
S001,Q1-001,C,S001-MED-01;S001-MED-02;S001-HYG-01;S001-HYG-02;S001-FOD-01;S001-FOD-02;S001-WAT-01;S001-WAT-02;S001-WAT-03,76,0.231,0.95,0.924,2.91758230758102,1692.16907732905,618.169077329052,5.08241769241898,0.635302211552373,9,2.81375758798835,0.103824719592667,1,3,80,0.95
S001,Q1-002,C,S001-FOD-03;S001-WAT-04;S001-WAT-05;S001-WAT-06;S001-WAT-07;S001-WAT-08,78,0.163,0.975,0.652,2.99576926272201,1494.16907732905,618.169077329052,5.00423073727799,0.625528842159748,6,2.8908442743445,0.104924988377508,1,3,80,0.975
S002,Q1-003,B,S002-HYG-01;S002-WAT-01,20,0.062,0.666666666666667,0.849315068493151,2.5199767454262,1756.69430009841,1186.69430009841,1.4800232545738,0.370005813643451,2,2.4396606323929,0.0803161130332947,2,2,22.2913129757035,0.897210497282017
S002,Q1-004,B,S002-FOD-01;S002-WAT-02,22,0.055,0.733333333333333,0.753424657534247,2.58909085886163,1756.69430009841,1186.69430009841,1.41090914113837,0.352727285284594,2,2.50740275182122,0.0816881070404053,2,2,22.2913129757035,0.986931547010219
S002,Q1-005,C,S002-MED-01;S002-FOD-02;S002-WAT-03;S002-WAT-04,39,0.094,0.4875,0.376,5.17092394944304,1975.81238481521,1231.81238481521,2.82907605055696,0.35363450631962,4,5.07255356645735,0.0983703829856873,2,3,40.1534084857849,0.971274954498739
S003,Q1-006,B,S003-WAT-01,14,0.027,0.466666666666667,0.36986301369863,2.42411878212535,1960.52330354366,1450.52330354366,1.57588121787465,0.393970304468663,1,2.23939029070418,0.18472849142117,3,2,20.4397062730277,0.684941349596322
S003,Q1-007,C,S003-MED-01;S003-FOD-01;S003-FOD-02;S003-WAT-02,33,0.095,0.4125,0.38,5.06964490369991,2304.09134960486,1560.09134960486,2.93035509630009,0.366294387037511,4,4.84150837649451,0.228136527205404,3,3,38.6354491228121,0.854137864299222
S003,Q1-008,C,S003-HYG-01;S003-WAT-03;S003-WAT-04,34,0.089,0.425,0.356,5.0913042156612,2238.09134960486,1560.09134960486,2.9086957843388,0.36358697304235,3,4.86152472487726,0.229779490783946,3,3,38.6354491228121,0.880020829884047
S004,Q1-009,B,S004-HYG-01;S004-FOD-01,14,0.063,0.466666666666667,0.863013698630137,2.50129804511224,1921.64363706324,1351.64363706324,1.49870195488776,0.374675488721939,2,2.37860249811178,0.122695547000461,4,2,17.8261307429966,0.785363924557785
S004,Q1-010,B,S004-MED-01;S004-WAT-01,17,0.039,0.566666666666667,0.534246575342466,2.57652239354996,1921.64363706324,1351.64363706324,1.42347760645004,0.35586940161251,2,2.45075509976592,0.125767293784036,4,2,17.8261307429966,0.953656194105882
S004,Q1-011,C,S004-WAT-02;S004-WAT-03,28,0.054,0.35,0.216,5.19057855853491,2037.05669248316,1425.05669248316,2.80942144146509,0.351177680183136,2,5.04537946135698,0.145199097177929,4,3,28.4926788581652,0.982708580663205
