gap_units,total_units,work_cv,relay_task_copies,groups,need_A_uav,need_B_uav,need_C_uav,need_A_battery,need_B_battery,need_C_battery,need_R_uav,need_R_component
17,47,0.2715850712647145,10,S001;S002;S004;S005;S006;S012 | S003;S007;S009;S010;S011;S013;S014 | S008;S015,5,5,3,7,7,5,6,9
14,44,0.40745169492744504,9,S001;S002;S004;S005;S006;S015 | S003;S007;S009;S010;S011;S012;S013;S014 | S008,5,4,3,7,6,5,6,8
16,46,0.42122743327717393,9,S001;S002;S004;S005;S006 | S003;S007;S009;S010;S011;S012;S013;S014;S015 | S008,5,5,3,7,7,5,6,8
16,46,0.28440921932302987,10,S001;S002;S004;S005;S006 | S003;S007;S009;S010;S011;S012;S013;S014 | S008;S015,5,4,3,7,7,5,6,9
14,44,0.20756048523013287,11,S001;S002;S004;S005;S006;S015 | S003;S007;S009;S010;S011;S013;S014 | S008;S012,5,4,3,7,5,5,6,9
16,46,0.22202321826903987,11,S001;S002;S004;S005;S006 | S003;S007;S009;S010;S011;S013;S014;S015 | S008;S012,5,5,3,7,6,5,6,9
15,45,0.1657832553002808,11,S001;S002;S004;S005;S006 | S003;S007;S009;S010;S011;S013;S014 | S008;S012;S015,5,4,3,7,6,5,6,9
17,47,0.22878676594932354,10,S001;S002;S004;S005;S006;S012;S015 | S003;S007;S011 | S008;S009;S010;S013;S014,7,5,3,7,6,5,6,8
19,49,0.17197600639150304,10,S001;S002;S004;S005;S006;S012 | S003;S007;S011;S015 | S008;S009;S010;S013;S014,7,6,3,7,7,5,6,8
18,48,0.2198971996262602,10,S001;S002;S004;S005;S006;S012 | S003;S007;S011 | S008;S009;S010;S013;S014;S015,7,5,3,7,7,5,6,8
17,47,0.1120998410275166,11,S001;S002;S004;S005;S006;S015 | S003;S007;S011;S012 | S008;S009;S010;S013;S014,7,4,3,7,6,5,6,9
19,49,0.05851742170056952,11,S001;S002;S004;S005;S006 | S003;S007;S011;S012;S015 | S008;S009;S010;S013;S014,7,5,3,7,7,5,6,9
18,48,0.11101417569333243,11,S001;S002;S004;S005;S006 | S003;S007;S011;S012 | S008;S009;S010;S013;S014;S015,7,4,3,7,7,5,6,9
15,45,0.21985824054422642,10,S001;S002;S004;S005;S006;S015 | S003;S007;S011 | S008;S009;S010;S012;S013;S014,7,4,3,7,5,5,6,8
17,47,0.1711658856120926,10,S001;S002;S004;S005;S006 | S003;S007;S011;S015 | S008;S009;S010;S012;S013;S014,7,5,3,7,6,5,6,8
16,46,0.2276061158840472,10,S001;S002;S004;S005;S006 | S003;S007;S011 | S008;S009;S010;S012;S013;S014;S015,7,4,3,7,6,5,6,8
12,42,0.5908987412899193,8,S001;S002;S004;S005;S008;S009;S010;S012;S013;S014 | S003;S006;S007;S011 | S015,6,4,3,7,5,4,6,7
13,43,0.5191386928139611,9,S001;S002;S004;S005;S008;S009;S010;S013;S014 | S003;S006;S007;S011;S012 | S015,6,4,3,7,5,4,6,8
12,42,0.618058015521636,8,S001;S002;S004;S005;S008;S009;S010;S013;S014;S015 | S003;S006;S007;S011 | S012,6,4,3,7,5,4,6,7
13,43,0.5764680756621088,8,S001;S002;S004;S005;S008;S009;S010;S013;S014 | S003;S006;S007;S011;S015 | S012,6,5,3,7,5,4,6,7
13,43,0.468545146692396,9,S001;S002;S004;S005;S008;S009;S010;S013;S014 | S003;S006;S007;S011 | S012;S015,6,4,3,7,5,4,6,8
12,42,0.43566399567746,9,S001;S002;S004;S005;S008;S012 | S003;S006;S007;S009;S010;S011;S013;S014 | S015,5,4,3,7,5,4,6,8
12,42,0.4413119076994821,9,S001;S002;S004;S005;S008 | S003;S006;S007;S009;S010;S011;S012;S013;S014 | S015,5,4,3,7,5,4,6,8
12,42,0.46644683526918523,9,S001;S002;S004;S005;S008;S015 | S003;S006;S007;S009;S010;S011;S013;S014 | S012,5,4,3,7,5,4,6,8
13,43,0.47158705490098124,9,S001;S002;S004;S005;S008 | S003;S006;S007;S009;S010;S011;S013;S014;S015 | S012,5,5,3,7,5,4,6,8
13,43,0.3144192467342985,10,S001;S002;S004;S005;S008 | S003;S006;S007;S009;S010;S011;S013;S014 | S012;S015,5,4,3,7,5,4,6,9
12,42,0.268325528167925,9,S001;S002;S004;S005;S008;S012;S015 | S003;S006;S007;S011 | S009;S010;S013;S014,7,3,3,7,4,4,6,8
14,44,0.21302311375617497,9,S001;S002;S004;S005;S008;S012 | S003;S006;S007;S011;S015 | S009;S010;S013;S014,7,4,3,7,5,4,6,8
14,44,0.2235317497014503,9,S001;S002;S004;S005;S008;S012 | S003;S006;S007;S011 | S009;S010;S013;S014;S015,7,4,3,7,5,4,6,8
14,44,0.17983728157540801,10,S001;S002;S004;S005;S008;S015 | S003;S006;S007;S011;S012 | S009;S010;S013;S014,7,3,3,7,5,4,6,9
15,45,0.1427782160459255,10,S001;S002;S004;S005;S008 | S003;S006;S007;S011;S012;S015 | S009;S010;S013;S014,7,4,3,7,5,4,6,9
15,45,0.12487423560068894,10,S001;S002;S004;S005;S008 | S003;S006;S007;S011;S012 | S009;S010;S013;S014;S015,7,4,3,7,5,4,6,9
14,44,0.22086030959140318,9,S001;S002;S004;S005;S008;S015 | S003;S006;S007;S011 | S009;S010;S012;S013;S014,7,4,3,7,5,4,6,8
15,45,0.16160516422313018,9,S001;S002;S004;S005;S008 | S003;S006;S007;S011;S015 | S009;S010;S012;S013;S014,7,5,3,7,5,4,6,8
14,44,0.18617336022319214,9,S001;S002;S004;S005;S008 | S003;S006;S007;S011 | S009;S010;S012;S013;S014;S015,7,4,3,7,5,4,6,8
16,46,0.4895609349035478,9,S001;S002;S004;S005;S009;S010;S012;S013;S014 | S003;S006;S007;S008;S011 | S015,6,5,3,7,7,4,6,8
14,44,0.45705300673689525,10,S001;S002;S004;S005;S009;S010;S013;S014 | S003;S006;S007;S008;S011;S012 | S015,6,4,3,7,6,4,6,8
14,44,0.518157940496277,9,S001;S002;S004;S005;S009;S010;S013;S014;S015 | S003;S006;S007;S008;S011 | S012,6,4,3,7,6,4,6,8
15,45,0.49354760000592746,9,S001;S002;S004;S005;S009;S010;S013;S014 | S003;S006;S007;S008;S011;S015 | S012,6,4,3,7,7,4,6,8
16,46,0.3615683113885339,10,S001;S002;S004;S005;S009;S010;S013;S014 | S003;S006;S007;S008;S011 | S012;S015,6,4,3,7,7,4,6,9
15,45,0.4748800572230623,10,S001;S002;S004;S005;S012 | S003;S006;S007;S008;S009;S010;S011;S013;S014 | S015,5,5,3,7,7,4,6,8
13,43,0.5008500792163961,10,S001;S002;S004;S005 | S003;S006;S007;S008;S009;S010;S011;S012;S013;S014 | S015,5,4,3,7,6,4,6,8
13,43,0.5047129559564649,10,S001;S002;S004;S005;S015 | S003;S006;S007;S008;S009;S010;S011;S013;S014 | S012,5,4,3,7,6,4,6,8
14,44,0.5285602411988509,10,S001;S002;S004;S005 | S003;S006;S007;S008;S009;S010;S011;S013;S014;S015 | S012,5,4,3,7,7,4,6,8
15,45,0.3770100620143942,11,S001;S002;S004;S005 | S003;S006;S007;S008;S009;S010;S011;S013;S014 | S012;S015,5,4,3,7,7,4,6,9
16,46,0.14127066029100666,10,S001;S002;S004;S005;S012;S015 | S003;S006;S007;S008;S011 | S009;S010;S013;S014,7,4,3,7,6,4,6,9
17,47,0.11948671285928428,10,S001;S002;S004;S005;S012 | S003;S006;S007;S008;S011;S015 | S009;S010;S013;S014,7,4,3,7,7,4,6,9
18,48,0.08229682723491694,10,S001;S002;S004;S005;S012 | S003;S006;S007;S008;S011 | S009;S010;S013;S014;S015,7,5,3,7,7,4,6,9
14,44,0.14277088428167983,11,S001;S002;S004;S005;S015 | S003;S006;S007;S008;S011;S012 | S009;S010;S013;S014,7,3,3,7,5,4,6,9
15,45,0.16464689840172606,11,S001;S002;S004;S005 | S003;S006;S007;S008;S011;S012;S015 | S009;S010;S013;S014,7,3,3,7,6,4,6,9
16,46,0.1077122631802649,11,S001;S002;S004;S005 | S003;S006;S007;S008;S011;S012 | S009;S010;S013;S014;S015,7,4,3,7,6,4,6,9
16,46,0.07843248695951073,10,S001;S002;S004;S005;S015 | S003;S006;S007;S008;S011 | S009;S010;S012;S013;S014,7,4,3,7,6,4,6,9
17,47,0.0648003245583165,10,S001;S002;S004;S005 | S003;S006;S007;S008;S011;S015 | S009;S010;S012;S013;S014,7,4,3,7,7,4,6,9
17,47,0.020555467575055667,10,S001;S002;S004;S005 | S003;S006;S007;S008;S011 | S009;S010;S012;S013;S014;S015,7,4,3,7,7,4,6,9
14,44,0.544889197910856,8,S001;S002;S004;S005;S009;S010;S012;S013;S014;S015 | S003;S006;S007;S011 | S008,6,5,3,7,6,4,6,7
16,46,0.5020405142519468,8,S001;S002;S004;S005;S009;S010;S012;S013;S014 | S003;S006;S007;S011;S015 | S008,6,6,3,7,7,4,6,7
16,46,0.41746103147621905,9,S001;S002;S004;S005;S009;S010;S012;S013;S014 | S003;S006;S007;S011 | S008;S015,6,5,3,7,7,4,6,8
14,44,0.47453892486588584,9,S001;S002;S004;S005;S009;S010;S013;S014;S015 | S003;S006;S007;S011;S012 | S008,6,4,3,7,6,4,6,8
16,46,0.4449281992108103,9,S001;S002;S004;S005;S009;S010;S013;S014 | S003;S006;S007;S011;S012;S015 | S008,6,5,3,7,7,4,6,8
16,46,0.34242816791935077,10,S001;S002;S004;S005;S009;S010;S013;S014 | S003;S006;S007;S011;S012 | S008;S015,6,4,3,7,7,4,6,9
13,43,0.36836746807571397,10,S001;S002;S004;S005;S009;S010;S013;S014;S015 | S003;S006;S007;S011 | S008;S012,6,4,3,7,5,4,6,8
15,45,0.31882911045875406,10,S001;S002;S004;S005;S009;S010;S013;S014 | S003;S006;S007;S011;S015 | S008;S012,6,5,3,7,6,4,6,8
14,44,0.31822129747962136,10,S001;S002;S004;S005;S009;S010;S013;S014 | S003;S006;S007;S011 | S008;S012;S015,6,4,3,7,6,4,6,8
14,44,0.40498805667769233,9,S001;S002;S004;S005;S012;S015 | S003;S006;S007;S009;S010;S011;S013;S014 | S008,5,5,3,7,6,4,6,8
16,46,0.4159642864702027,9,S001;S002;S004;S005;S012 | S003;S006;S007;S009;S010;S011;S013;S014;S015 | S008,5,6,3,7,7,4,6,8
16,46,0.27922135705730255,10,S001;S002;S004;S005;S012 | S003;S006;S007;S009;S010;S011;S013;S014 | S008;S015,5,5,3,7,7,4,6,9
13,43,0.4169968585097702,9,S001;S002;S004;S005;S015 | S003;S006;S007;S009;S010;S011;S012;S013;S014 | S008,5,4,3,7,6,4,6,8
15,45,0.43711147833390734,9,S001;S002;S004;S005 | S003;S006;S007;S009;S010;S011;S012;S013;S014;S015 | S008,5,5,3,7,7,4,6,8
15,45,0.30116623637592116,10,S001;S002;S004;S005 | S003;S006;S007;S009;S010;S011;S012;S013;S014 | S008;S015,5,4,3,7,7,4,6,9
13,43,0.2171348678935747,11,S001;S002;S004;S005;S015 | S003;S006;S007;S009;S010;S011;S013;S014 | S008;S012,5,4,3,7,5,4,6,9
15,45,0.24134146318734717,11,S001;S002;S004;S005 | S003;S006;S007;S009;S010;S011;S013;S014;S015 | S008;S012,5,5,3,7,6,4,6,9
14,44,0.18437158634802703,11,S001;S002;S004;S005 | S003;S006;S007;S009;S010;S011;S013;S014 | S008;S012;S015,5,4,3,7,6,4,6,9
16,46,0.18593062366439086,10,S001;S002;S004;S005;S012;S015 | S003;S006;S007;S011 | S008;S009;S010;S013;S014,7,5,3,7,6,4,6,8
18,48,0.1306270154538484,10,S001;S002;S004;S005;S012 | S003;S006;S007;S011;S015 | S008;S009;S010;S013;S014,7,6,3,7,7,4,6,8
17,47,0.18224165240365758,10,S001;S002;S004;S005;S012 | S003;S006;S007;S011 | S008;S009;S010;S013;S014;S015,7,5,3,7,7,4,6,8
16,46,0.0713155104129024,11,S001;S002;S004;S005;S015 | S003;S006;S007;S011;S012 | S008;S009;S010;S013;S014,7,4,3,7,6,4,6,9
18,48,0.028792583875306105,11,S001;S002;S004;S005 | S003;S006;S007;S011;S012;S015 | S008;S009;S010;S013;S014,7,5,3,7,7,4,6,9
17,47,0.08535966940110744,11,S001;S002;S004;S005 | S003;S006;S007;S011;S012 | S008;S009;S010;S013;S014;S015,7,4,3,7,7,4,6,9
14,44,0.18266814110512514,10,S001;S002;S004;S005;S015 | S003;S006;S007;S011 | S008;S009;S010;S012;S013;S014,7,4,3,7,5,4,6,8
16,46,0.13995935869495044,10,S001;S002;S004;S005 | S003;S006;S007;S011;S015 | S008;S009;S010;S012;S013;S014,7,5,3,7,6,4,6,8
15,45,0.19865793906130885,10,S001;S002;S004;S005 | S003;S006;S007;S011 | S008;S009;S010;S012;S013;S014;S015,7,4,3,7,6,4,6,8
9,38,0.8424498362461409,6,S001;S002;S004;S005;S008;S009;S010;S012;S013;S014;S015 | S003;S007;S011 | S006,6,3,4,7,4,5,4,5
11,40,0.800347406385693,6,S001;S002;S004;S005;S008;S009;S010;S012;S013;S014 | S003;S007;S011;S015 | S006,6,4,4,7,5,5,4,5
14,44,0.57961948846775,8,S001;S002;S004;S005;S008;S009;S010;S012;S013;S014 | S003;S007;S011 | S006;S015,6,4,4,7,5,5,6,7
10,40,0.761263239160571,7,S001;S002;S004;S005;S008;S009;S010;S013;S014;S015 | S003;S007;S011;S012 | S006,6,3,4,7,5,5,4,6
11,41,0.7302555790190287,7,S001;S002;S004;S005;S008;S009;S010;S013;S014 | S003;S007;S011;S012;S015 | S006,6,4,4,7,5,5,4,6
15,45,0.49997010746633685,9,S001;S002;S004;S005;S008;S009;S010;S013;S014 | S003;S007;S011;S012 | S006;S015,6,4,4,7,5,5,6,8
14,44,0.6051345928314767,8,S001;S002;S004;S005;S008;S009;S010;S013;S014;S015 | S003;S007;S011 | S006;S012,6,4,4,7,5,5,6,7
15,45,0.5597922866624654,8,S001;S002;S004;S005;S008;S009;S010;S013;S014 | S003;S007;S011;S015 | S006;S012,6,5,4,7,5,5,6,7
15,45,0.4633330946554889,9,S001;S002;S004;S005;S008;S009;S010;S013;S014 | S003;S007;S011 | S006;S012;S015,6,4,4,7,5,5,6,8
8,38,0.6649942237390349,7,S001;S002;S004;S005;S008;S012;S015 | S003;S007;S009;S010;S011;S013;S014 | S006,5,3,4,7,4,5,4,6
10,40,0.6630276820964073,7,S001;S002;S004;S005;S008;S012 | S003;S007;S009;S010;S011;S013;S014;S015 | S006,5,4,4,7,5,5,4,6
14,44,0.3963205531064278,9,S001;S002;S004;S005;S008;S012 | S003;S007;S009;S010;S011;S013;S014 | S006;S015,5,4,4,7,5,5,6,8
9,39,0.6631419376892108,7,S001;S002;S004;S005;S008;S015 | S003;S007;S009;S010;S011;S012;S013;S014 | S006,5,3,4,7,5,5,4,6
10,40,0.668567803203893,7,S001;S002;S004;S005;S008 | S003;S007;S009;S010;S011;S012;S013;S014;S015 | S006,5,4,4,7,5,5,4,6
14,44,0.39880786355685005,9,S001;S002;S004;S005;S008 | S003;S007;S009;S010;S011;S012;S013;S014 | S006;S015,5,4,4,7,5,5,6,8
14,44,0.42624694964097337,9,S001;S002;S004;S005;S008;S015 | S003;S007;S009;S010;S011;S013;S014 | S006;S012,5,4,4,7,5,5,6,8
15,45,0.4284993969367077,9,S001;S002;S004;S005;S008 | S003;S007;S009;S010;S011;S013;S014;S015 | S006;S012,5,5,4,7,5,5,6,8
15,45,0.274463801921261,10,S001;S002;S004;S005;S008 | S003;S007;S009;S010;S011;S013;S014 | S006;S012;S015,5,4,4,7,5,5,6,9
14,44,0.2784741902990559,9,S001;S002;S004;S005;S008;S012;S015 | S003;S007;S011 | S006;S009;S010;S013;S014,7,3,4,7,4,5,6,8
16,46,0.2193995300227495,9,S001;S002;S004;S005;S008;S012 | S003;S007;S011;S015 | S006;S009;S010;S013;S014,7,4,4,7,5,5,6,8
16,46,0.241469889503852,9,S001;S002;S004;S005;S008;S012 | S003;S007;S011 | S006;S009;S010;S013;S014;S015,7,4,4,7,5,5,6,8
16,46,0.1751663181749791,10,S001;S002;S004;S005;S008;S015 | S003;S007;S011;S012 | S006;S009;S010;S013;S014,7,3,4,7,5,5,6,9
17,47,0.12704523727577083,10,S001;S002;S004;S005;S008 | S003;S007;S011;S012;S015 | S006;S009;S010;S013;S014,7,4,4,7,5,5,6,9
17,47,0.1285390358480538,10,S001;S002;S004;S005;S008 | S003;S007;S011;S012 | S006;S009;S010;S013;S014;S015,7,4,4,7,5,5,6,9
16,46,0.23938235832333438,9,S001;S002;S004;S005;S008;S015 | S003;S007;S011 | S006;S009;S010;S012;S013;S014,7,4,4,7,5,5,6,8
17,47,0.17846256585324508,9,S001;S002;S004;S005;S008 | S003;S007;S011;S015 | S006;S009;S010;S012;S013;S014,7,5,4,7,5,5,6,8
16,46,0.21442279728778144,9,S001;S002;S004;S005;S008 | S003;S007;S011 | S006;S009;S010;S012;S013;S014;S015,7,4,4,7,5,5,6,8
12,42,0.7332896604030453,7,S001;S002;S004;S005;S009;S010;S012;S013;S014;S015 | S003;S007;S008;S011 | S006,6,4,4,7,6,5,4,6
13,43,0.7065938509079934,7,S001;S002;S004;S005;S009;S010;S012;S013;S014 | S003;S007;S008;S011;S015 | S006,6,4,4,7,7,5,4,6
18,48,0.46653650328403323,9,S001;S002;S004;S005;S009;S010;S012;S013;S014 | S003;S007;S008;S011 | S006;S015,6,5,4,7,7,5,6,8
10,40,0.6882338458178455,8,S001;S002;S004;S005;S009;S010;S013;S014;S015 | S003;S007;S008;S011;S012 | S006,6,3,4,7,5,5,4,6
11,41,0.6740470967160682,8,S001;S002;S004;S005;S009;S010;S013;S014 | S003;S007;S008;S011;S012;S015 | S006,6,3,4,7,6,5,4,6
16,46,0.42614511704489494,10,S001;S002;S004;S005;S009;S010;S013;S014 | S003;S007;S008;S011;S012 | S006;S015,6,4,4,7,6,5,6,8
16,46,0.4936398588442274,9,S001;S002;S004;S005;S009;S010;S013;S014;S015 | S003;S007;S008;S011 | S006;S012,6,4,4,7,6,5,6,8
17,47,0.46457924680641666,9,S001;S002;S004;S005;S009;S010;S013;S014 | S003;S007;S008;S011;S015 | S006;S012,6,4,4,7,7,5,6,8
18,48,0.3424360324254484,10,S001;S002;S004;S005;S009;S010;S013;S014 | S003;S007;S008;S011 | S006;S012;S015,6,4,4,7,7,5,6,9
11,41,0.677058381004702,8,S001;S002;S004;S005;S012;S015 | S003;S007;S008;S009;S010;S011;S013;S014 | S006,5,4,4,7,6,5,4,6
12,42,0.6927608236792037,8,S001;S002;S004;S005;S012 | S003;S007;S008;S009;S010;S011;S013;S014;S015 | S006,5,4,4,7,7,5,4,6
17,47,0.43102052859569273,10,S001;S002;S004;S005;S012 | S003;S007;S008;S009;S010;S011;S013;S014 | S006;S015,5,5,4,7,7,5,6,8
9,39,0.6939975368386058,8,S001;S002;S004;S005;S015 | S003;S007;S008;S009;S010;S011;S012;S013;S014 | S006,5,3,4,7,5,5,4,6
10,40,0.7157848289928546,8,S001;S002;S004;S005 | S003;S007;S008;S009;S010;S011;S012;S013;S014;S015 | S006,5,3,4,7,6,5,4,6
15,45,0.45641564157780734,10,S001;S002;S004;S005 | S003;S007;S008;S009;S010;S011;S012;S013;S014 | S006;S015,5,4,4,7,6,5,6,8
15,45,0.46015897554992413,10,S001;S002;S004;S005;S015 | S003;S007;S008;S009;S010;S011;S013;S014 | S006;S012,5,4,4,7,6,5,6,8
16,46,0.48338512132038164,10,S001;S002;S004;S005 | S003;S007;S008;S009;S010;S011;S013;S014;S015 | S006;S012,5,4,4,7,7,5,6,8
17,47,0.33415855704568065,11,S001;S002;S004;S005 | S003;S007;S008;S009;S010;S011;S013;S014 | S006;S012;S015,5,4,4,7,7,5,6,9
18,48,0.1276414726041571,10,S001;S002;S004;S005;S012;S015 | S003;S007;S008;S011 | S006;S009;S010;S013;S014,7,4,4,7,6,5,6,9
19,49,0.0893397542796734,10,S001;S002;S004;S005;S012 | S003;S007;S008;S011;S015 | S006;S009;S010;S013;S014,7,4,4,7,7,5,6,9
20,50,0.07575052981398829,10,S001;S002;S004;S005;S012 | S003;S007;S008;S011 | S006;S009;S010;S013;S014;S015,7,5,4,7,7,5,6,9
16,46,0.10276000104737329,11,S001;S002;S004;S005;S015 | S003;S007;S008;S011;S012 | S006;S009;S010;S013;S014,7,3,4,7,5,5,6,9
17,47,0.12182813830003994,11,S001;S002;S004;S005 | S003;S007;S008;S011;S012;S015 | S006;S009;S010;S013;S014,7,3,4,7,6,5,6,9
18,48,0.06496631699916462,11,S001;S002;S004;S005 | S003;S007;S008;S011;S012 | S006;S009;S010;S013;S014;S015,7,4,4,7,6,5,6,9
18,48,0.07273095886261063,10,S001;S002;S004;S005;S015 | S003;S007;S008;S011 | S006;S009;S010;S012;S013;S014,7,4,4,7,6,5,6,9
19,49,0.026585531866387242,10,S001;S002;S004;S005 | S003;S007;S008;S011;S015 | S006;S009;S010;S012;S013;S014,7,4,4,7,7,5,6,9
19,49,0.046809118110849986,10,S001;S002;S004;S005 | S003;S007;S008;S011 | S006;S009;S010;S012;S013;S014;S015,7,4,4,7,7,5,6,9
16,46,0.5337745464225317,8,S001;S002;S004;S005;S009;S010;S012;S013;S014;S015 | S003;S007;S011 | S006;S008,6,5,4,7,6,5,6,7
18,48,0.4867561659313735,8,S001;S002;S004;S005;S009;S010;S012;S013;S014 | S003;S007;S011;S015 | S006;S008,6,6,4,7,7,5,6,7
18,48,0.41408817782266943,9,S001;S002;S004;S005;S009;S010;S012;S013;S014 | S003;S007;S011 | S006;S008;S015,6,5,4,7,7,5,6,8
16,46,0.45447837295322235,9,S001;S002;S004;S005;S009;S010;S013;S014;S015 | S003;S007;S011;S012 | S006;S008,6,4,4,7,6,5,6,8
18,48,0.4200503587704784,9,S001;S002;S004;S005;S009;S010;S013;S014 | S003;S007;S011;S012;S015 | S006;S008,6,5,4,7,7,5,6,8
18,48,0.32824648038070253,10,S001;S002;S004;S005;S009;S010;S013;S014 | S003;S007;S011;S012 | S006;S008;S015,6,4,4,7,7,5,6,9
15,45,0.37065003304804767,10,S001;S002;S004;S005;S009;S010;S013;S014;S015 | S003;S007;S011 | S006;S008;S012,6,4,4,7,5,5,6,8
17,47,0.3173459125516848,10,S001;S002;S004;S005;S009;S010;S013;S014 | S003;S007;S011;S015 | S006;S008;S012,6,5,4,7,6,5,6,8
16,46,0.32493396030006727,10,S001;S002;S004;S005;S009;S010;S013;S014 | S003;S007;S011 | S006;S008;S012;S015,6,4,4,7,6,5,6,8
16,46,0.362979304338045,9,S001;S002;S004;S005;S012;S015 | S003;S007;S009;S010;S011;S013;S014 | S006;S008,5,5,4,7,6,5,6,8
18,48,0.37132564970079573,9,S001;S002;S004;S005;S012 | S003;S007;S009;S010;S011;S013;S014;S015 | S006;S008,5,6,4,7,7,5,6,8
18,48,0.2366826682361812,10,S001;S002;S004;S005;S012 | S003;S007;S009;S010;S011;S013;S014 | S006;S008;S015,5,5,4,7,7,5,6,9
15,45,0.37222779624458896,9,S001;S002;S004;S005;S015 | S003;S007;S009;S010;S011;S012;S013;S014 | S006;S008,5,4,4,7,6,5,6,8
17,47,0.3909621438991705,9,S001;S002;S004;S005 | S003;S007;S009;S010;S011;S012;S013;S014;S015 | S006;S008,5,5,4,7,7,5,6,8
17,47,0.25681127281019744,10,S001;S002;S004;S005 | S003;S007;S009;S010;S011;S012;S013;S014 | S006;S008;S015,5,4,4,7,7,5,6,9
15,45,0.17534743091624935,11,S001;S002;S004;S005;S015 | S003;S007;S009;S010;S011;S013;S014 | S006;S008;S012,5,4,4,7,5,5,6,9
17,47,0.198500061055004,11,S001;S002;S004;S005 | S003;S007;S009;S010;S011;S013;S014;S015 | S006;S008;S012,5,5,4,7,6,5,6,9
16,46,0.14154381235007993,11,S001;S002;S004;S005 | S003;S007;S009;S010;S011;S013;S014 | S006;S008;S012;S015,5,4,4,7,6,5,6,9
18,48,0.22066181085424644,10,S001;S002;S004;S005;S012;S015 | S003;S007;S011 | S006;S008;S009;S010;S013;S014,7,5,4,7,6,5,6,8
20,50,0.16898054975339732,10,S001;S002;S004;S005;S012 | S003;S007;S011;S015 | S006;S008;S009;S010;S013;S014,7,6,4,7,7,5,6,8
19,49,0.22352603147894615,10,S001;S002;S004;S005;S012 | S003;S007;S011 | S006;S008;S009;S010;S013;S014;S015,7,5,4,7,7,5,6,8
18,48,0.10852837885773825,11,S001;S002;S004;S005;S015 | S003;S007;S011;S012 | S006;S008;S009;S010;S013;S014,7,4,4,7,6,5,6,9
20,50,0.07126655309410253,11,S001;S002;S004;S005 | S003;S007;S011;S012;S015 | S006;S008;S009;S010;S013;S014,7,5,4,7,7,5,6,9
19,49,0.12814592635210953,11,S001;S002;S004;S005 | S003;S007;S011;S012 | S006;S008;S009;S010;S013;S014;S015,7,4,4,7,7,5,6,9
16,46,0.2242594011964002,10,S001;S002;S004;S005;S015 | S003;S007;S011 | S006;S008;S009;S010;S012;S013;S014,7,4,4,7,5,5,6,8
18,48,0.18407287255813232,10,S001;S002;S004;S005 | S003;S007;S011;S015 | S006;S008;S009;S010;S012;S013;S014,7,5,4,7,6,5,6,8
17,47,0.2429403937736953,10,S001;S002;S004;S005 | S003;S007;S011 | S006;S008;S009;S010;S012;S013;S014;S015,7,4,4,7,6,5,6,8
16,46,0.5041025873883701,9,S001;S002;S006;S008;S009;S010;S012;S013;S014 | S003;S004;S005;S007;S011 | S015,6,4,4,7,5,6,6,8
16,46,0.46478062763205175,10,S001;S002;S006;S008;S009;S010;S013;S014 | S003;S004;S005;S007;S011;S012 | S015,6,4,4,7,5,6,6,8
16,46,0.5323137388804516,9,S001;S002;S006;S008;S009;S010;S013;S014;S015 | S003;S004;S005;S007;S011 | S012,6,4,4,7,5,6,6,8
17,47,0.5046421861563941,9,S001;S002;S006;S008;S009;S010;S013;S014 | S003;S004;S005;S007;S011;S015 | S012,6,5,4,7,5,6,6,8
17,47,0.3772353711428601,10,S001;S002;S006;S008;S009;S010;S013;S014 | S003;S004;S005;S007;S011 | S012;S015,6,4,4,7,5,6,6,9
15,45,0.4654291712528841,10,S001;S002;S006;S008;S012 | S003;S004;S005;S007;S009;S010;S011;S013;S014 | S015,5,4,4,7,5,6,6,8
15,45,0.48821588963287904,10,S001;S002;S006;S008 | S003;S004;S005;S007;S009;S010;S011;S012;S013;S014 | S015,5,4,4,7,5,6,6,8
15,45,0.49538946346157753,10,S001;S002;S006;S008;S015 | S003;S004;S005;S007;S009;S010;S011;S013;S014 | S012,5,4,4,7,5,6,6,8
16,46,0.5162768137214948,10,S001;S002;S006;S008 | S003;S004;S005;S007;S009;S010;S011;S013;S014;S015 | S012,5,5,4,7,5,6,6,8
16,46,0.3636050398150407,11,S001;S002;S006;S008 | S003;S004;S005;S007;S009;S010;S011;S013;S014 | S012;S015,5,4,4,7,5,6,6,9
16,46,0.1588097517336662,10,S001;S002;S006;S008;S012;S015 | S003;S004;S005;S007;S011 | S009;S010;S013;S014,7,3,4,7,4,6,6,9
18,48,0.12709588307768552,10,S001;S002;S006;S008;S012 | S003;S004;S005;S007;S011;S015 | S009;S010;S013;S014,7,4,4,7,5,6,6,9
18,48,0.10169798984714218,10,S001;S002;S006;S008;S012 | S003;S004;S005;S007;S011 | S009;S010;S013;S014;S015,7,4,4,7,5,6,6,9
17,47,0.13950487482672574,11,S001;S002;S006;S008;S015 | S003;S004;S005;S007;S011;S012 | S009;S010;S013;S014,7,3,4,7,5,6,6,9
18,48,0.15179486556410612,11,S001;S002;S006;S008 | S003;S004;S005;S007;S011;S012;S015 | S009;S010;S013;S014,7,4,4,7,5,6,6,9
18,48,0.09543329617851853,11,S001;S002;S006;S008 | S003;S004;S005;S007;S011;S012 | S009;S010;S013;S014;S015,7,4,4,7,5,6,6,9
