gap_units,total_units,work_cv,relay_task_copies,groups,need_A_uav,need_B_uav,need_C_uav,need_A_battery,need_B_battery,need_C_battery,need_R_uav,need_R_component
14,44,0.29548614859310857,10,S001;S002;S003;S007;S008;S011 | S004;S005;S006;S015 | S009;S010;S012;S013;S014,7,4,2,7,5,4,6,9
13,43,0.3183968134281864,10,S001;S002;S003;S007;S008;S011 | S004;S005;S006 | S009;S010;S012;S013;S014;S015,7,3,2,7,5,4,6,9
11,41,0.5716220391644447,8,S001;S002;S003;S007;S009;S010;S011;S012;S013;S014 | S004;S005;S006;S008 | S015,4,5,2,6,6,4,6,8
10,40,0.5048897446793932,9,S001;S002;S003;S007;S009;S010;S011;S013;S014 | S004;S005;S006;S008;S012 | S015,4,5,2,6,5,4,6,8
11,41,0.5990284237182857,8,S001;S002;S003;S007;S009;S010;S011;S013;S014;S015 | S004;S005;S006;S008 | S012,4,5,2,6,6,4,6,8
11,41,0.5593522575235477,8,S001;S002;S003;S007;S009;S010;S011;S013;S014 | S004;S005;S006;S008;S015 | S012,4,5,2,6,6,4,6,8
12,42,0.4478795003278867,9,S001;S002;S003;S007;S009;S010;S011;S013;S014 | S004;S005;S006;S008 | S012;S015,4,5,2,6,6,4,6,9
15,45,0.4368611050835416,9,S001;S002;S003;S007;S011;S012 | S004;S005;S006;S008;S009;S010;S013;S014 | S015,7,5,2,7,6,4,6,8
14,44,0.44645892766716644,9,S001;S002;S003;S007;S011 | S004;S005;S006;S008;S009;S010;S012;S013;S014 | S015,7,5,2,7,5,4,6,8
15,45,0.4677273965118716,9,S001;S002;S003;S007;S011;S015 | S004;S005;S006;S008;S009;S010;S013;S014 | S012,7,5,2,7,6,4,6,8
15,45,0.476468241721988,9,S001;S002;S003;S007;S011 | S004;S005;S006;S008;S009;S010;S013;S014;S015 | S012,7,5,2,7,6,4,6,8
16,46,0.3185282466676057,10,S001;S002;S003;S007;S011 | S004;S005;S006;S008;S009;S010;S013;S014 | S012;S015,7,5,2,7,6,4,6,9
15,45,0.24336019837293132,9,S001;S002;S003;S007;S011;S012;S015 | S004;S005;S006;S008 | S009;S010;S013;S014,7,4,2,7,6,4,6,9
15,45,0.18950480378635665,9,S001;S002;S003;S007;S011;S012 | S004;S005;S006;S008;S015 | S009;S010;S013;S014,7,4,2,7,6,4,6,9
16,46,0.19709351460465344,9,S001;S002;S003;S007;S011;S012 | S004;S005;S006;S008 | S009;S010;S013;S014;S015,7,5,2,7,6,4,6,9
14,44,0.16175958364163137,10,S001;S002;S003;S007;S011;S015 | S004;S005;S006;S008;S012 | S009;S010;S013;S014,7,4,2,7,5,4,6,9
14,44,0.13143449749060454,10,S001;S002;S003;S007;S011 | S004;S005;S006;S008;S012;S015 | S009;S010;S013;S014,7,4,2,7,5,4,6,9
15,45,0.10464528809875971,10,S001;S002;S003;S007;S011 | S004;S005;S006;S008;S012 | S009;S010;S013;S014;S015,7,5,2,7,5,4,6,9
16,46,0.1943381242677963,9,S001;S002;S003;S007;S011;S015 | S004;S005;S006;S008 | S009;S010;S012;S013;S014,7,5,2,7,6,4,6,9
16,46,0.13569040449830105,9,S001;S002;S003;S007;S011 | S004;S005;S006;S008;S015 | S009;S010;S012;S013;S014,7,5,2,7,6,4,6,9
16,46,0.15906716674730773,9,S001;S002;S003;S007;S011 | S004;S005;S006;S008 | S009;S010;S012;S013;S014;S015,7,5,2,7,6,4,6,9
10,40,0.6272663234629388,8,S001;S002;S003;S007;S009;S010;S011;S012;S013;S014;S015 | S004;S005;S006 | S008,4,4,2,6,6,4,6,8
11,41,0.5782011465994512,8,S001;S002;S003;S007;S009;S010;S011;S012;S013;S014 | S004;S005;S006;S015 | S008,4,5,2,6,6,4,6,8
11,41,0.5055484976785575,9,S001;S002;S003;S007;S009;S010;S011;S012;S013;S014 | S004;S005;S006 | S008;S015,4,4,2,6,6,4,6,9
11,41,0.5384441751377191,9,S001;S002;S003;S007;S009;S010;S011;S013;S014;S015 | S004;S005;S006;S012 | S008,4,5,2,6,6,4,6,8
11,41,0.4995153111529665,9,S001;S002;S003;S007;S009;S010;S011;S013;S014 | S004;S005;S006;S012;S015 | S008,4,5,2,6,6,4,6,8
12,42,0.4127015922372375,10,S001;S002;S003;S007;S009;S010;S011;S013;S014 | S004;S005;S006;S012 | S008;S015,4,5,2,6,6,4,6,9
10,40,0.45889484542008957,10,S001;S002;S003;S007;S009;S010;S011;S013;S014;S015 | S004;S005;S006 | S008;S012,4,4,2,6,5,4,6,9
11,41,0.4056017203624977,10,S001;S002;S003;S007;S009;S010;S011;S013;S014 | S004;S005;S006;S015 | S008;S012,4,5,2,6,5,4,6,9
10,40,0.41248044186418126,10,S001;S002;S003;S007;S009;S010;S011;S013;S014 | S004;S005;S006 | S008;S012;S015,4,4,2,6,5,4,6,9
14,44,0.40797467381429564,9,S001;S002;S003;S007;S011;S012;S015 | S004;S005;S006;S009;S010;S013;S014 | S008,7,4,2,7,6,4,6,8
15,45,0.402832224551828,9,S001;S002;S003;S007;S011;S012 | S004;S005;S006;S009;S010;S013;S014;S015 | S008,7,5,2,7,6,4,6,8
15,45,0.272334193554296,10,S001;S002;S003;S007;S011;S012 | S004;S005;S006;S009;S010;S013;S014 | S008;S015,7,4,2,7,6,4,6,9
15,45,0.4028252967023129,9,S001;S002;S003;S007;S011;S015 | S004;S005;S006;S009;S010;S012;S013;S014 | S008,7,5,2,7,6,4,6,8
15,45,0.4077594747445429,9,S001;S002;S003;S007;S011 | S004;S005;S006;S009;S010;S012;S013;S014;S015 | S008,7,5,2,7,6,4,6,8
16,46,0.2721824032601359,10,S001;S002;S003;S007;S011 | S004;S005;S006;S009;S010;S012;S013;S014 | S008;S015,7,5,2,7,6,4,6,9
14,44,0.2079743444365672,11,S001;S002;S003;S007;S011;S015 | S004;S005;S006;S009;S010;S013;S014 | S008;S012,7,4,2,7,5,4,6,9
15,45,0.2078011254180751,11,S001;S002;S003;S007;S011 | S004;S005;S006;S009;S010;S013;S014;S015 | S008;S012,7,5,2,7,5,4,6,9
14,44,0.15656811084196662,11,S001;S002;S003;S007;S011 | S004;S005;S006;S009;S010;S013;S014 | S008;S012;S015,7,4,2,7,5,4,6,9
15,45,0.2846541423878191,10,S001;S002;S003;S007;S011;S012;S015 | S004;S005;S006 | S008;S009;S010;S013;S014,7,4,2,7,6,4,6,9
16,46,0.22691863607288165,10,S001;S002;S003;S007;S011;S012 | S004;S005;S006;S015 | S008;S009;S010;S013;S014,7,5,2,7,6,4,6,9
15,45,0.2713949833128309,10,S001;S002;S003;S007;S011;S012 | S004;S005;S006 | S008;S009;S010;S013;S014;S015,7,4,2,7,6,4,6,9
16,46,0.16611302142467574,11,S001;S002;S003;S007;S011;S015 | S004;S005;S006;S012 | S008;S009;S010;S013;S014,7,5,2,7,6,4,6,9
16,46,0.1103017476314304,11,S001;S002;S003;S007;S011 | S004;S005;S006;S012;S015 | S008;S009;S010;S013;S014,7,5,2,7,6,4,6,9
16,46,0.15559184237331652,11,S001;S002;S003;S007;S011 | S004;S005;S006;S012 | S008;S009;S010;S013;S014;S015,7,5,2,7,6,4,6,9
14,44,0.27095357484623955,10,S001;S002;S003;S007;S011;S015 | S004;S005;S006 | S008;S009;S010;S012;S013;S014,7,4,2,7,5,4,6,9
15,45,0.218191838302761,10,S001;S002;S003;S007;S011 | S004;S005;S006;S015 | S008;S009;S010;S012;S013;S014,7,5,2,7,5,4,6,9
14,44,0.27110625192621873,10,S001;S002;S003;S007;S011 | S004;S005;S006 | S008;S009;S010;S012;S013;S014;S015,7,4,2,7,5,4,6,9
4,34,0.9381758772249565,7,S001;S002;S003;S007;S008;S009;S010;S011;S012;S013;S014;S015 | S004;S005 | S006,4,2,3,6,4,5,4,6
5,35,0.890917942067126,7,S001;S002;S003;S007;S008;S009;S010;S011;S012;S013;S014 | S004;S005;S015 | S006,4,3,3,6,4,5,4,6
9,39,0.6879841302388324,9,S001;S002;S003;S007;S008;S009;S010;S011;S012;S013;S014 | S004;S005 | S006;S015,4,3,3,6,4,5,6,8
6,36,0.8406095386733082,8,S001;S002;S003;S007;S008;S009;S010;S011;S013;S014;S015 | S004;S005;S012 | S006,4,3,3,6,5,5,4,6
6,36,0.8020217835503858,8,S001;S002;S003;S007;S008;S009;S010;S011;S013;S014 | S004;S005;S012;S015 | S006,4,3,3,6,5,5,4,6
11,41,0.5936532598681487,10,S001;S002;S003;S007;S008;S009;S010;S011;S013;S014 | S004;S005;S012 | S006;S015,4,4,3,6,5,5,6,8
10,40,0.7125189000572429,9,S001;S002;S003;S007;S008;S009;S010;S011;S013;S014;S015 | S004;S005 | S006;S012,4,3,3,6,5,5,6,8
11,41,0.6632093230943216,9,S001;S002;S003;S007;S008;S009;S010;S011;S013;S014 | S004;S005;S015 | S006;S012,4,4,3,6,5,5,6,8
11,41,0.5787776004221393,10,S001;S002;S003;S007;S008;S009;S010;S011;S013;S014 | S004;S005 | S006;S012;S015,4,3,3,6,5,5,6,9
8,38,0.6950467939957861,8,S001;S002;S003;S007;S008;S011;S012;S015 | S004;S005;S009;S010;S013;S014 | S006,7,2,3,7,4,5,4,6
9,39,0.6786312961383759,8,S001;S002;S003;S007;S008;S011;S012 | S004;S005;S009;S010;S013;S014;S015 | S006,7,3,3,7,4,5,4,6
13,43,0.433505268106322,10,S001;S002;S003;S007;S008;S011;S012 | S004;S005;S009;S010;S013;S014 | S006;S015,7,3,3,7,4,5,6,8
10,40,0.6777622930864368,8,S001;S002;S003;S007;S008;S011;S015 | S004;S005;S009;S010;S012;S013;S014 | S006,7,3,3,7,5,5,4,6
10,40,0.6678457523460892,8,S001;S002;S003;S007;S008;S011 | S004;S005;S009;S010;S012;S013;S014;S015 | S006,7,3,3,7,5,5,4,6
15,45,0.41525627802314163,10,S001;S002;S003;S007;S008;S011 | S004;S005;S009;S010;S012;S013;S014 | S006;S015,7,4,3,7,5,5,6,8
14,44,0.46125704224339914,10,S001;S002;S003;S007;S008;S011;S015 | S004;S005;S009;S010;S013;S014 | S006;S012,7,3,3,7,5,5,6,8
15,45,0.44463048528664545,10,S001;S002;S003;S007;S008;S011 | S004;S005;S009;S010;S013;S014;S015 | S006;S012,7,4,3,7,5,5,6,8
15,45,0.3098411272651574,11,S001;S002;S003;S007;S008;S011 | S004;S005;S009;S010;S013;S014 | S006;S012;S015,7,3,3,7,5,5,6,9
13,43,0.40928747378734776,10,S001;S002;S003;S007;S008;S011;S012;S015 | S004;S005 | S006;S009;S010;S013;S014,7,2,3,7,4,5,6,9
14,44,0.35145901489716586,10,S001;S002;S003;S007;S008;S011;S012 | S004;S005;S015 | S006;S009;S010;S013;S014,7,3,3,7,4,5,6,9
14,44,0.3729892918453589,10,S001;S002;S003;S007;S008;S011;S012 | S004;S005 | S006;S009;S010;S013;S014;S015,7,3,3,7,4,5,6,9
15,45,0.29963666540127915,11,S001;S002;S003;S007;S008;S011;S015 | S004;S005;S012 | S006;S009;S010;S013;S014,7,3,3,7,5,5,6,9
15,45,0.24684105759415595,11,S001;S002;S003;S007;S008;S011 | S004;S005;S012;S015 | S006;S009;S010;S013;S014,7,3,3,7,5,5,6,9
16,46,0.2586041091697516,11,S001;S002;S003;S007;S008;S011 | S004;S005;S012 | S006;S009;S010;S013;S014;S015,7,4,3,7,5,5,6,9
15,45,0.3708111266205607,10,S001;S002;S003;S007;S008;S011;S015 | S004;S005 | S006;S009;S010;S012;S013;S014,7,3,3,7,5,5,6,9
16,46,0.31182662897869406,10,S001;S002;S003;S007;S008;S011 | S004;S005;S015 | S006;S009;S010;S012;S013;S014,7,4,3,7,5,5,6,9
15,45,0.34141056102642986,10,S001;S002;S003;S007;S008;S011 | S004;S005 | S006;S009;S010;S012;S013;S014;S015,7,3,3,7,5,5,6,9
8,38,0.8232055538414762,6,S001;S002;S003;S007;S009;S010;S011;S012;S013;S014;S015 | S004;S005;S008 | S006,4,4,3,6,6,5,4,6
8,38,0.7829396330470805,6,S001;S002;S003;S007;S009;S010;S011;S012;S013;S014 | S004;S005;S008;S015 | S006,4,4,3,6,6,5,4,6
13,43,0.5587512004659871,8,S001;S002;S003;S007;S009;S010;S011;S012;S013;S014 | S004;S005;S008 | S006;S015,4,5,3,6,6,5,6,8
7,37,0.7468474304431127,7,S001;S002;S003;S007;S009;S010;S011;S013;S014;S015 | S004;S005;S008;S012 | S006,4,4,3,6,5,5,4,6
7,37,0.7180838047057873,7,S001;S002;S003;S007;S009;S010;S011;S013;S014 | S004;S005;S008;S012;S015 | S006,4,4,3,6,5,5,4,6
12,42,0.4838751361207993,9,S001;S002;S003;S007;S009;S010;S011;S013;S014 | S004;S005;S008;S012 | S006;S015,4,5,3,6,5,5,6,8
13,43,0.584489926952162,8,S001;S002;S003;S007;S009;S010;S011;S013;S014;S015 | S004;S005;S008 | S006;S012,4,5,3,6,6,5,6,8
13,43,0.5408587314089156,8,S001;S002;S003;S007;S009;S010;S011;S013;S014 | S004;S005;S008;S015 | S006;S012,4,5,3,6,6,5,6,8
14,44,0.4410163443889329,9,S001;S002;S003;S007;S009;S010;S011;S013;S014 | S004;S005;S008 | S006;S012;S015,4,5,3,6,6,5,6,9
12,42,0.6632600501729825,7,S001;S002;S003;S007;S011;S012;S015 | S004;S005;S008;S009;S010;S013;S014 | S006,7,4,3,7,6,5,4,6
12,42,0.6643899898443735,7,S001;S002;S003;S007;S011;S012 | S004;S005;S008;S009;S010;S013;S014;S015 | S006,7,4,3,7,6,5,4,6
17,47,0.39606925645641194,9,S001;S002;S003;S007;S011;S012 | S004;S005;S008;S009;S010;S013;S014 | S006;S015,7,5,3,7,6,5,6,8
11,41,0.6647071804244379,7,S001;S002;S003;S007;S011;S015 | S004;S005;S008;S009;S010;S012;S013;S014 | S006,7,4,3,7,5,5,4,6
11,41,0.6731813191827081,7,S001;S002;S003;S007;S011 | S004;S005;S008;S009;S010;S012;S013;S014;S015 | S006,7,4,3,7,5,5,4,6
16,46,0.4029558950323548,9,S001;S002;S003;S007;S011 | S004;S005;S008;S009;S010;S012;S013;S014 | S006;S015,7,5,3,7,5,5,6,8
17,47,0.42613679859603854,9,S001;S002;S003;S007;S011;S015 | S004;S005;S008;S009;S010;S013;S014 | S006;S012,7,5,3,7,6,5,6,8
17,47,0.43237623653352525,9,S001;S002;S003;S007;S011 | S004;S005;S008;S009;S010;S013;S014;S015 | S006;S012,7,5,3,7,6,5,6,8
18,48,0.2770899985648295,10,S001;S002;S003;S007;S011 | S004;S005;S008;S009;S010;S013;S014 | S006;S012;S015,7,5,3,7,6,5,6,9
17,47,0.25205126232260444,9,S001;S002;S003;S007;S011;S012;S015 | S004;S005;S008 | S006;S009;S010;S013;S014,7,4,3,7,6,5,6,9
17,47,0.19345734550055124,9,S001;S002;S003;S007;S011;S012 | S004;S005;S008;S015 | S006;S009;S010;S013;S014,7,4,3,7,6,5,6,9
18,48,0.21434431413455413,9,S001;S002;S003;S007;S011;S012 | S004;S005;S008 | S006;S009;S010;S013;S014;S015,7,5,3,7,6,5,6,9
16,46,0.152825592129944,10,S001;S002;S003;S007;S011;S015 | S004;S005;S008;S012 | S006;S009;S010;S013;S014,7,4,3,7,5,5,6,9
16,46,0.10898443925265806,10,S001;S002;S003;S007;S011 | S004;S005;S008;S012;S015 | S006;S009;S010;S013;S014,7,4,3,7,5,5,6,9
17,47,0.10357148677397635,10,S001;S002;S003;S007;S011 | S004;S005;S008;S012 | S006;S009;S010;S013;S014;S015,7,5,3,7,5,5,6,9
18,48,0.21224587335857253,9,S001;S002;S003;S007;S011;S015 | S004;S005;S008 | S006;S009;S010;S012;S013;S014,7,5,3,7,6,5,6,9
18,48,0.15133047039654157,9,S001;S002;S003;S007;S011 | S004;S005;S008;S015 | S006;S009;S010;S012;S013;S014,7,5,3,7,6,5,6,9
18,48,0.18808335005290963,9,S001;S002;S003;S007;S011 | S004;S005;S008 | S006;S009;S010;S012;S013;S014;S015,7,5,3,7,6,5,6,9
12,42,0.6219692910640265,8,S001;S002;S003;S007;S009;S010;S011;S012;S013;S014;S015 | S004;S005 | S006;S008,4,4,3,6,6,5,6,8
13,43,0.5697150016614484,8,S001;S002;S003;S007;S009;S010;S011;S012;S013;S014 | S004;S005;S015 | S006;S008,4,5,3,6,6,5,6,8
13,43,0.5076013354167672,9,S001;S002;S003;S007;S009;S010;S011;S012;S013;S014 | S004;S005 | S006;S008;S015,4,4,3,6,6,5,6,9
13,43,0.5255865845727664,9,S001;S002;S003;S007;S009;S010;S011;S013;S014;S015 | S004;S005;S012 | S006;S008,4,5,3,6,6,5,6,8
13,43,0.48265150512587,9,S001;S002;S003;S007;S009;S010;S011;S013;S014 | S004;S005;S012;S015 | S006;S008,4,5,3,6,6,5,6,8
14,44,0.4066130028406203,10,S001;S002;S003;S007;S009;S010;S011;S013;S014 | S004;S005;S012 | S006;S008;S015,4,5,3,6,6,5,6,9
12,42,0.46561160075897373,10,S001;S002;S003;S007;S009;S010;S011;S013;S014;S015 | S004;S005 | S006;S008;S012,4,4,3,6,5,5,6,9
13,43,0.40999025628002234,10,S001;S002;S003;S007;S009;S010;S011;S013;S014 | S004;S005;S015 | S006;S008;S012,4,5,3,6,5,5,6,9
12,42,0.42306054821188616,10,S001;S002;S003;S007;S009;S010;S011;S013;S014 | S004;S005 | S006;S008;S012;S015,4,4,3,6,5,5,6,9
16,46,0.37301167766415566,9,S001;S002;S003;S007;S011;S012;S015 | S004;S005;S009;S010;S013;S014 | S006;S008,7,4,3,7,6,5,6,8
17,47,0.3634363486474863,9,S001;S002;S003;S007;S011;S012 | S004;S005;S009;S010;S013;S014;S015 | S006;S008,7,5,3,7,6,5,6,8
17,47,0.23820759923131066,10,S001;S002;S003;S007;S011;S012 | S004;S005;S009;S010;S013;S014 | S006;S008;S015,7,4,3,7,6,5,6,9
17,47,0.36316814263806513,9,S001;S002;S003;S007;S011;S015 | S004;S005;S009;S010;S012;S013;S014 | S006;S008,7,5,3,7,6,5,6,8
17,47,0.36470326374837514,9,S001;S002;S003;S007;S011 | S004;S005;S009;S010;S012;S013;S014;S015 | S006;S008,7,5,3,7,6,5,6,8
18,48,0.2320711457726251,10,S001;S002;S003;S007;S011 | S004;S005;S009;S010;S012;S013;S014 | S006;S008;S015,7,5,3,7,6,5,6,9
16,46,0.1762168149337146,11,S001;S002;S003;S007;S011;S015 | S004;S005;S009;S010;S013;S014 | S006;S008;S012,7,4,3,7,5,5,6,9
17,47,0.16893119119405905,11,S001;S002;S003;S007;S011 | S004;S005;S009;S010;S013;S014;S015 | S006;S008;S012,7,5,3,7,5,5,6,9
16,46,0.12147102346865865,11,S001;S002;S003;S007;S011 | S004;S005;S009;S010;S013;S014 | S006;S008;S012;S015,7,4,3,7,5,5,6,9
17,47,0.31570911750849073,10,S001;S002;S003;S007;S011;S012;S015 | S004;S005 | S006;S008;S009;S010;S013;S014,7,4,3,7,6,5,6,9
18,48,0.2598189842408687,10,S001;S002;S003;S007;S011;S012 | S004;S005;S015 | S006;S008;S009;S010;S013;S014,7,5,3,7,6,5,6,9
17,47,0.3081070138628499,10,S001;S002;S003;S007;S011;S012 | S004;S005 | S006;S008;S009;S010;S013;S014;S015,7,4,3,7,6,5,6,9
18,48,0.19617826109603784,11,S001;S002;S003;S007;S011;S015 | S004;S005;S012 | S006;S008;S009;S010;S013;S014,7,5,3,7,6,5,6,9
18,48,0.14358360450288268,11,S001;S002;S003;S007;S011 | S004;S005;S012;S015 | S006;S008;S009;S010;S013;S014,7,5,3,7,6,5,6,9
18,48,0.1937622097863547,11,S001;S002;S003;S007;S011 | S004;S005;S012 | S006;S008;S009;S010;S013;S014;S015,7,5,3,7,6,5,6,9
16,46,0.3079988589562016,10,S001;S002;S003;S007;S011;S015 | S004;S005 | S006;S008;S009;S010;S012;S013;S014,7,4,3,7,5,5,6,9
17,47,0.2577299105141626,10,S001;S002;S003;S007;S011 | S004;S005;S015 | S006;S008;S009;S010;S012;S013;S014,7,5,3,7,5,5,6,9
16,46,0.31237235177671085,10,S001;S002;S003;S007;S011 | S004;S005 | S006;S008;S009;S010;S012;S013;S014;S015,7,4,3,7,5,5,6,9
13,43,0.6249899085596434,8,S001;S002;S004;S005;S006;S008;S009;S010;S012;S013;S014 | S003;S007;S011 | S015,6,4,3,7,5,5,6,7
14,44,0.54541846677419,9,S001;S002;S004;S005;S006;S008;S009;S010;S013;S014 | S003;S007;S011;S012 | S015,6,4,3,7,5,5,6,8
13,43,0.6518096348744802,8,S001;S002;S004;S005;S006;S008;S009;S010;S013;S014;S015 | S003;S007;S011 | S012,6,4,3,7,5,5,6,7
14,44,0.6073673731269407,8,S001;S002;S004;S005;S006;S008;S009;S010;S013;S014 | S003;S007;S011;S015 | S012,6,5,3,7,5,5,6,7
14,44,0.5048265187924258,9,S001;S002;S004;S005;S006;S008;S009;S010;S013;S014 | S003;S007;S011 | S012;S015,6,4,3,7,5,5,6,8
13,43,0.4374733295352018,9,S001;S002;S004;S005;S006;S008;S012 | S003;S007;S009;S010;S011;S013;S014 | S015,5,4,3,7,5,5,6,8
13,43,0.43633163276033254,9,S001;S002;S004;S005;S006;S008 | S003;S007;S009;S010;S011;S012;S013;S014 | S015,5,4,3,7,5,5,6,8
13,43,0.46799713221879125,9,S001;S002;S004;S005;S006;S008;S015 | S003;S007;S009;S010;S011;S013;S014 | S012,5,4,3,7,5,5,6,8
14,44,0.46695841114733727,9,S001;S002;S004;S005;S006;S008 | S003;S007;S009;S010;S011;S013;S014;S015 | S012,5,5,3,7,5,5,6,8
14,44,0.3123562175897192,10,S001;S002;S004;S005;S006;S008 | S003;S007;S009;S010;S011;S013;S014 | S012;S015,5,4,3,7,5,5,6,9
13,43,0.3112997995045787,9,S001;S002;S004;S005;S006;S008;S012;S015 | S003;S007;S011 | S009;S010;S013;S014,7,3,3,7,4,5,6,8
15,45,0.25436954508507437,9,S001;S002;S004;S005;S006;S008;S012 | S003;S007;S011;S015 | S009;S010;S013;S014,7,4,3,7,5,5,6,8
15,45,0.2684835943094011,9,S001;S002;S004;S005;S006;S008;S012 | S003;S007;S011 | S009;S010;S013;S014;S015,7,4,3,7,5,5,6,8
15,45,0.21415930103934558,10,S001;S002;S004;S005;S006;S008;S015 | S003;S007;S011;S012 | S009;S010;S013;S014,7,3,3,7,5,5,6,9
16,46,0.1695126593260647,10,S001;S002;S004;S005;S006;S008 | S003;S007;S011;S012;S015 | S009;S010;S013;S014,7,4,3,7,5,5,6,9
16,46,0.16287852913364412,10,S001;S002;S004;S005;S006;S008 | S003;S007;S011;S012 | S009;S010;S013;S014;S015,7,4,3,7,5,5,6,9
15,45,0.2659189743705658,9,S001;S002;S004;S005;S006;S008;S015 | S003;S007;S011 | S009;S010;S012;S013;S014,7,4,3,7,5,5,6,8
16,46,0.20607255044882725,9,S001;S002;S004;S005;S006;S008 | S003;S007;S011;S015 | S009;S010;S012;S013;S014,7,5,3,7,5,5,6,8
15,45,0.2319529388000632,9,S001;S002;S004;S005;S006;S008 | S003;S007;S011 | S009;S010;S012;S013;S014;S015,7,4,3,7,5,5,6,8
17,47,0.5127139244023222,9,S001;S002;S004;S005;S006;S009;S010;S012;S013;S014 | S003;S007;S008;S011 | S015,6,5,3,7,7,5,6,8
15,45,0.4697523333681066,10,S001;S002;S004;S005;S006;S009;S010;S013;S014 | S003;S007;S008;S011;S012 | S015,6,4,3,7,6,5,6,8
15,45,0.5407176724321779,9,S001;S002;S004;S005;S006;S009;S010;S013;S014;S015 | S003;S007;S008;S011 | S012,6,4,3,7,6,5,6,8
16,46,0.5114500481524484,9,S001;S002;S004;S005;S006;S009;S010;S013;S014 | S003;S007;S008;S011;S015 | S012,6,4,3,7,7,5,6,8
17,47,0.3865433208352956,10,S001;S002;S004;S005;S006;S009;S010;S013;S014 | S003;S007;S008;S011 | S012;S015,6,4,3,7,7,5,6,9
16,46,0.46088144625624144,10,S001;S002;S004;S005;S006;S012 | S003;S007;S008;S009;S010;S011;S013;S014 | S015,5,5,3,7,7,5,6,8
14,44,0.48181433977445687,10,S001;S002;S004;S005;S006 | S003;S007;S008;S009;S010;S011;S012;S013;S014 | S015,5,4,3,7,6,5,6,8
14,44,0.4908986617436038,10,S001;S002;S004;S005;S006;S015 | S003;S007;S008;S009;S010;S011;S013;S014 | S012,5,4,3,7,6,5,6,8
15,45,0.5100691334567452,10,S001;S002;S004;S005;S006 | S003;S007;S008;S009;S010;S011;S013;S014;S015 | S012,5,4,3,7,7,5,6,8
16,46,0.3568887578194235,11,S001;S002;S004;S005;S006 | S003;S007;S008;S009;S010;S011;S013;S014 | S012;S015,5,4,3,7,7,5,6,9
17,47,0.1698156087481526,10,S001;S002;S004;S005;S006;S012;S015 | S003;S007;S008;S011 | S009;S010;S013;S014,7,4,3,7,6,5,6,9
18,48,0.13377652341137752,10,S001;S002;S004;S005;S006;S012 | S003;S007;S008;S011;S015 | S009;S010;S013;S014,7,4,3,7,7,5,6,9
19,49,0.11411520654021953,10,S001;S002;S004;S005;S006;S012 | S003;S007;S008;S011 | S009;S010;S013;S014;S015,7,5,3,7,7,5,6,9
15,45,0.14002067862940168,11,S001;S002;S004;S005;S006;S015 | S003;S007;S008;S011;S012 | S009;S010;S013;S014,7,3,3,7,5,5,6,9
16,46,0.14644340074546788,11,S001;S002;S004;S005;S006 | S003;S007;S008;S011;S012;S015 | S009;S010;S013;S014,7,3,3,7,6,5,6,9
17,47,0.0915510698809252,11,S001;S002;S004;S005;S006 | S003;S007;S008;S011;S012 | S009;S010;S013;S014;S015,7,4,3,7,6,5,6,9
17,47,0.11058211984395246,10,S001;S002;S004;S005;S006;S015 | S003;S007;S008;S011 | S009;S010;S012;S013;S014,7,4,3,7,6,5,6,9
18,48,0.07081648418313899,10,S001;S002;S004;S005;S006 | S003;S007;S008;S011;S015 | S009;S010;S012;S013;S014,7,4,3,7,7,5,6,9
18,48,0.062200068658259444,10,S001;S002;S004;S005;S006 | S003;S007;S008;S011 | S009;S010;S012;S013;S014;S015,7,4,3,7,7,5,6,9
15,45,0.579750908910574,8,S001;S002;S004;S005;S006;S009;S010;S012;S013;S014;S015 | S003;S007;S011 | S008,6,5,3,7,6,5,6,7
17,47,0.5338569787494364,8,S001;S002;S004;S005;S006;S009;S010;S012;S013;S014 | S003;S007;S011;S015 | S008,6,6,3,7,7,5,6,7
17,47,0.45506463853260426,9,S001;S002;S004;S005;S006;S009;S010;S012;S013;S014 | S003;S007;S011 | S008;S015,6,5,3,7,7,5,6,8
15,45,0.5007096872076713,9,S001;S002;S004;S005;S006;S009;S010;S013;S014;S015 | S003;S007;S011;S012 | S008,6,4,3,7,6,5,6,8
17,47,0.46660444111206156,9,S001;S002;S004;S005;S006;S009;S010;S013;S014 | S003;S007;S011;S012;S015 | S008,6,5,3,7,7,5,6,8
17,47,0.37137595488133046,10,S001;S002;S004;S005;S006;S009;S010;S013;S014 | S003;S007;S011;S012 | S008;S015,6,4,3,7,7,5,6,9
14,44,0.4073111359698782,10,S001;S002;S004;S005;S006;S009;S010;S013;S014;S015 | S003;S007;S011 | S008;S012,6,4,3,7,5,5,6,8
16,46,0.35580741107395447,10,S001;S002;S004;S005;S006;S009;S010;S013;S014 | S003;S007;S011;S015 | S008;S012,6,5,3,7,6,5,6,8
15,45,0.3589458666616857,10,S001;S002;S004;S005;S006;S009;S010;S013;S014 | S003;S007;S011 | S008;S012;S015,6,4,3,7,6,5,6,8
15,45,0.40285087044208684,9,S001;S002;S004;S005;S006;S012;S015 | S003;S007;S009;S010;S011;S013;S014 | S008,5,5,3,7,6,5,6,8
17,47,0.4068604032648419,9,S001;S002;S004;S005;S006;S012 | S003;S007;S009;S010;S011;S013;S014;S015 | S008,5,6,3,7,7,5,6,8
