Method,Reference,SortieDelta,EnergyDelta_kWh,EnergyDelta_percent_vs_reference,WorkTimeDelta_s,WorkTimeDelta_h,WorkTimeDelta_percent_vs_reference
Our method,Reference grouping,0,3.93742200850863,6.65992058357743,250.460131327312,0.0695722587020312,0.764523287983464
